text,split
"נכפה על נפגעי העבירה, ואשר מונע מהם לפנות לעזרתן של רשויות אכיפת החוק מחשש למימוש איומי הסחיטה (ראו: ע\פ 4423/22 ‏אבו עמרה נ' מדינת ישראל, פסקה 10 [פורסם בנבו] (30.10.2022)). חשש זה הולך ומתעצם כאשר האיום שבבסיס הסחיטה כורך בתוכו את חשיפת המידע האינטימי, בעל אופי מיני, אודות קורבן הסחיטה – מידע שפרסומו ברבים עלול לבייש את הקורבן, להשפילו לנגד עיניי הבריות וכן לפגוע בצנעת הפרט ובאוטונומיה האישית שלו\"". בעפ\""ג (מחוזי חי') 12346-08-23 אנסאם סעדי נ' מדינת ישראל (23.05.24) – נתקבל חלקית ערעורה של המערערת שהורשעה בשלוש עבירות של סחיטה באיומים ופגיעה בפרטיות לאחר שצילמה סרטונים מיניים של שלושה מתלוננים ואיימה להפיצם אם לא ישלמו לה סכומי כסף. בית משפט השלום קבע מתחם ענישה 16-40 חודשי מאסר בפועל וגזר על הנאשמת, נעדרת עבר פלילי שנתמכה בתסקיר חיובי, 20 חודשי מאסר בפועל. ערעורה התקבל באופן חלקי ועונש המאסר שנגזר עליה הופחת ל-14 חודשי מאסר בפועל תוך שנאמר: \""יש גם ליתן את הדעת לפגיעה במרקם החיים של קורבנות הסחיטה על רקע סוג ומהות האיום המכוון. החשש של המתלוננים לפנות לרשויות אכיפת החוק, בשל החשש למימוש איומי הסחיטה, הולך ומתעצם כאשר בבסיס הסחיטה עומד איום בחשיפת מידע בעל אופי מיני. קורבן הסחיטה במקרה זו, סופג פגיעה קשה בצנעת הפרט ובאוטונומיה האישית שלו (ראו ע\""פ 6918/21 שאוזכר לעיל). עוצמת הפגיעה בקורבנות בענייננו נובעת, מהרקע המיני של מעשי הסחיטה גם נוכח העובדה שמדובר בקורבנות מבוגרים, או באמצע החיים, בעלי משפחות, ביודעם הסיכון כי אם יפנו למשטרה וימומש האיום בכך שיופץ הסרטון שצולם ברבים, הדבר יביא לביושם, השפלתם ויש להניח גם לפגיעה בחיי המשפחה שלהם, ובמעמדם בחברה אליה הם משתייכים. חשש זה""",train
"ההולם. ..\ נסיבות נוספות לטעמי הן המצב הביטחוני, כפי שאוזכר בהלכת אלהרוש. מאחר שגם הלכת אלהרוש מאפשרת לבית המשפט לסטות מהרף התחתון של המתחם ולהטיל עונשי מאסר נוכח המצב הביטחוני ולאור העובדה שבית המשפט המחוזי מנחה את הערכאה הדיונית הנוכחית, הרי שיש לקבוע בעת הנוכחית מתחם ענישה לעבירה של כניסה לישראל שלא כדין, נע בין 2-7 חודשי מאסר בפועל גם כשמדובר בנאשם ללא עבירות קודמות לצד ענישה הצופה פני עתיד. עם זאת, כאמור, הנאשם הגדיל לעשות והצטייד בסכין שלפי התמונה, אין חולק על פוטנציאל הנזק הגדול שעלול להיגרם אם יעשה בה שימוש כנגד אדם. בעבירות של החזקת סכין למטרה לא כשרה, פסיקה עקבית קובעת, כי ככלל יש להטיל בגין עבירת החזקת סכין, גם כעבירה יחידה, עונש של מאסר ממש למעט במקרים חריגים. הסתפקות בעונש צופה פני עתיד אין בה כדי לבטא את חומרת העבירה או להעביר מסר מרתיע ברור, לנאשם ולחברה כולה. ר' למשל האמור בע\""פ 242/07 אובלימוב נ' מדינת ישראל, שם נפסק: ואכן אין צורך להכביר מלים על כך שסכין קוראת לשולף ולדוקר כשם שפירצה קוראת לגנב; \""תת תרבות הסכין\"" על גילוייה השונים – מהחזקת סכין ועד לשימוש אלים בה – היא אורח תדיר, לא רצוי, בבתי המשפט, לרבות בבית משפט זה; היא כבר גבתה לא מעט חיי אדם, ועל כן אין מנוס מענישה מרתיעה לגביה, בכל גילוייה. באותו מקרה אוּשר גזר דין של תשעה חודשי מאסר בפועל בגין עבירה של החזקת סכין ללא עבירה נלווית. ר' גם דברי בית-המשפט המחוזי בחיפה בע\""פ 5953-03-09, אבו לשין נ' מדינת ישראל: עוד ר' רע\""פ 2932/08 מרגאן נ' מדינת ישראל, רע\""פ 9400/08 מועתז נ' מדינת ישראל, ע\""פ 39461-10-13""",train
"תיקון 113 לחוק העונשין, עיגן את הבניית שיקול הדעת השיפוטי והעניק מעמד בכורה לעיקרון ההלימה, היינו קיומו של יחס הולם בין חומרת מעשי העבירה, בנסיבותיו ומידת אשמו של הנאשם ובין סוג ומידת העונש המוטל עליו. בהתאם לתיקון לחוק, על בית המשפט לקבוע את מתחם העונש ההולם למעשה העבירות שביצע הנאשם. לשם כך יתחשב בית המשפט בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה המפורטות בסעיף 40ט' לחוק העונשין. לכשייקבע מתחם הענישה, יקבע בית המשפט את העונש המתאים, בתוך המתחם, אשר יוטל על הנאשם וזאת בהתחשב בנסיבות שאינן קשורות בביצוע העבירה המפורטות בסעיף 40יא' לחוק. בית המשפט רשאי לחרוג ממתחם העונש ההולם בשל שיקולי שיקום או הגנה על שלום הציבור לפי סעיפים 40ד' ו40 ה' לחוק. כתב האישום מייחס לנאשם עבירות אלימות המופנות כלפי המתלוננת שהינה אשתו. האלימות אותה ספגה המתלוננת, פגעה בכבודה ובזכותה לביטחון ולהגנה, כך גם פגעה בשלמות גופה ובשלמות רכושה. כפי שנכתב ברע\פ 3719/21 פלוני נ' מדינת ישראל (07.06.21): \""זה לא מכבר, עמדתי על הפסול שבתופעת האלימות בתוך התא המשפחתי, ההרס שיכול להיגרם בעקבותיה, ובפרט הפגיעה בתחושת הביטחון של יושבי הבית, כבודם ושלמות גופם (רע\""פ 538/21 פלוני נ' מדינת ישראל (4.2.2021))\"". וכן ברע\""פ 2486/19 נאטור נ' מדינת ישראל, פסקה 10 (11.4.2019): \""עבירות אלימות נגד בן זוג פוגעות בשלמות גופו של בן הזוג, בביטחונו, בכבודו ובשלוות חייו. יש לייחס לעבירות אלו חומרה יתירה, באשר ככלל הן מתרחשות בין כתלי הבית באופן הסמוי מן העין, תוך ניצול פערי כוחות פיזיים בין בני הזוג, ולעיתים תוך ניצול תלות כלכלית ורגשית של בן או בת הזוג\"". (ור' גם רע\""פ 5227/20 אומר""",train
"תיקון 113 לחוק העונשין, עיגן את הבניית שיקול הדעת השיפוטי והעניק מעמד בכורה לעיקרון ההלימה, היינו קיומו של יחס הולם בין חומרת מעשי העבירה, בנסיבותיו ומידת אשמו של הנאשם ובין סוג ומידת העונש המוטל עליו. בהתאם לתיקון לחוק, על בית המשפט לקבוע את מתחם העונש ההולם למעשה העבירות שביצע הנאשם. לשם כך יתחשב בית המשפט בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה המפורטות בסעיף 40ט' לחוק העונשין. לכשייקבע מתחם הענישה, יקבע בית המשפט את העונש המתאים, בתוך המתחם, אשר יוטל על הנאשם וזאת בהתחשב בנסיבות שאינן קשורות בביצוע העבירה המפורטות בסעיף 40יא' לחוק. בית המשפט רשאי לחרוג ממתחם העונש ההולם בשל שיקולי שיקום או הגנה על שלום הציבור לפי סעיפים 40ד' ו40 ה' לחוק. בענייננו אכן אין להקל ראש בחומרת העבירות בהן הורשע הנאשם גם לאחר תיקון כתב האישום וודאי כשעבירות אלה נעברות בידי מי שנכנס לשטחי המדינה שלא כדין, פוגע באופן בוטה בזכות המדינה לקבוע את זהות הבאים בשעריה, וודאי שלא נכנס לשטחי המדינה לצורכי פרנסה בלבד. הנאשם במעשיו לא רק שנכנס לשטחי המדינה שלא כדין, אלא ביחד עם אחר פגע בקניינו של האזרח, בביטחונו ובשלוות נפשו, כך גם בנהיגתו הפוחזת, בהיותו בלתי מורשה לנהיגה, סיכן את משתמשי הדרך הנקרים בדרכו, באופן ממשי. כפי שנכתב בע\פ (חי') 36024-05-20 עומר דקה נ' מדינת ישראל אדגיש כי עבירות הרכוש ובעיקר עבירות גניבת רכב, הפכו למכת מדינה שפגיעתן בציבור, ברכושו, בביטחונו האישי והכלכלי הינה קשה ודי אם אפנה בעניין זה לע\""פ 11194/05 אבו סבית נגד מדינת ישראל (ניתן ביום 15.5.06): עוד נקבע, כי \""ראוי להחמיר עם נהגים צעירים אשר אינם""",train
"התשפ\ב-2021)\"". אשר לעיצומים הכספיים, מפאת נסיבותיהם האישיות ותקופות המאסר הממושכות, מצאתי לנכון להקל בקנס שיוטל על הנאשמים. משנאמר כל זאת, ובהתחשב בחומרת המעשים, בנסיבותיהם, במידת אשמתם של הנאשמים, בערך החברתי שנפגע, במידת הפגיעה בו ובמדיניות הענישה הנוהגת, תוך התחשבות בהודאתם של הנאשמים ובנסיבות חייהם, תוך עריכת איזון בין רכיבי הענישה השונים, אני מטיל על הנאשמים את העונשים הבאים: מאסר בפועל למשך 15 חודשים בניכוי ימי מעצרו על פי רישומי שב\""ס. מאסר על תנאי לתקופה של 10 חודשים למשך 3 שנים והתנאי הוא שלא יעבור בפרק זמן זה, לאחר שחרורו מריצוי תום מאסרו בגין תיק זה על אחת העבירות בהן הורשע או כל עבירת נשק מסוג פשע. קנס בסך של 5,000 ₪. מאסר בפועל למשך 18 חודשים בניכוי ימי מעצרו על פי רישומי שב\""ס. מאסר על תנאי לתקופה של 10 חודשים למשך 3 שנים והתנאי הוא שלא יעבור בפרק זמן זה, לאחר שחרורו מריצוי תום מאסרו בגין תיק זה על אחת העבירות בהן הורשע או כל עבירת נשק מסוג פשע. קנס בסך של 5,000 ₪.""",train
"תיקון 113 לחוק העונשין, עיגן את הבניית שיקול הדעת השיפוטי והעניק מעמד בכורה לעיקרון ההלימה, היינו קיומו של יחס הולם בין חומרת מעשי העבירה, בנסיבותיו ומידת אשמו של הנאשם ובין סוג ומידת העונש המוטל עליו. בהתאם לתיקון לחוק, על בית המשפט לקבוע את מתחם העונש ההולם למעשה העבירות שביצע הנאשם. לשם כך יתחשב בית המשפט בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה המפורטות בסעיף 40ט' לחוק העונשין. לכשייקבע מתחם הענישה, יקבע בית המשפט את העונש המתאים, בתוך המתחם, אשר יוטל על הנאשם וזאת בהתחשב בנסיבות שאינן קשורות בביצוע העבירה המפורטות בסעיף 40יא' לחוק. בית המשפט רשאי לחרוג ממתחם העונש ההולם בשל שיקולי שיקום או הגנה על שלום הציבור לפי סעיפים 40ד' ו40 ה' לחוק. בענייננו, הערכים המוגנים בבסיס העבירות בהן הורשע הנאשם מופנות כלפי התא המשפחתי, פוגעות בכבודה ובזכותה של המתלוננת, במקרה זה אמו של הנאשם, לביטחונה, להגנתה וכן בשלמות גופה. לעניין זה יפים דבריו של בית המשפט העליון בע\פ 6758/07 פלוני נ' מדינת ישראל (11.10.2007): כתב האישום מלמד על עבירות איומים ותקיפת סתם המופנות כלפי אמו של הנאשם, בתוך התא המשפחתי עבירות שנסיבות ביצוען מלמד על חומרה יתרה וודאי כאשר עבירות אלה מבוצעות ע\""י מי שאמור להגן על שלומה ובטחונה וכל זאת תוך כדי פגיעה בשלוותה, בביטחונה, בביתה שהינו כאמור מבצרה של המתלוננת. כפי שנכתב ברע\""פ 3719/21 פלוני נ' מדינת ישראל (07.06.21): \""זה לא מכבר, עמדתי על הפסול שבתופעת האלימות בתוך התא המשפחתי, ההרס שיכול להיגרם בעקבותיה, ובפרט הפגיעה בתחושת הביטחון של יושבי הבית, כבודם ושלמות גופם (רע\""פ 538/21 פלוני נ' מדינת ישראל (4.2.2021))\"". החומרה הגלומה בעבירות""",train
"תיקון 113 לחוק העונשין, עיגן את הבניית שיקול הדעת השיפוטי והעניק מעמד בכורה לעיקרון ההלימה, היינו קיומו של יחס הולם בין חומרת מעשי העבירה, בנסיבותיו ומידת אשמו של הנאשם ובין סוג ומידת העונש המוטל עליו. בהתאם לתיקון לחוק, על בית המשפט לקבוע את מתחם העונש ההולם למעשה העבירות שביצע הנאשם. לשם כך יתחשב בית המשפט בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה המפורטות בסעיף 40ט' לחוק העונשין. לכשייקבע מתחם הענישה, יקבע בית המשפט את העונש המתאים, בתוך המתחם, אשר יוטל על הנאשם וזאת בהתחשב בנסיבות שאינן קשורות בביצוע העבירה המפורטות בסעיף 40יא' לחוק. בית המשפט רשאי לחרוג ממתחם העונש ההולם בשל שיקולי שיקום או הגנה על שלום הציבור לפי סעיפים 40ד' ו40 ה' לחוק. בענייננו, הנאשם הורשע בעבירות חמורות ובנסיבות ביצוען עת נהג כשאין ברשותו רישיון נהיגה בתוקף, בקלות ראש, בהיותו עייף, לא שמר על מרווח ופגע ברכבים המעורבים. בעבירות תעבורה ככלל, ובעבירות של תאונה הגורמת חבלות בפרט, הערך המוגן הינו שמירה על שלמות הגוף, וכן מתן תחושת בטחון למשתמשי הדרך. על חשיבותה של ענישה מרתיעה בתאונות דרכים, בהם נגרמות חבלות ופציעות חמורות עמד בית המשפט ברע\פ 2564/12 יחיאל קרני נ' מדינת ישראל: עוד נקבע בפסיקה התואמת לענייננו לא אחת, כי מרכיב חשוב ברמת הענישה בתיקי תאונות דרכים הינו תוצאות התאונה כמו גם חומרת העבירה, אולם יש לשקול גם רשלנות תורמת של הנפגע וכן נסיבות אישיות של הנאשם (ר' ת\""ד(ת\""א) 2659-04-14 מ\""י נ' רפאל ביטון [ניתן ביום 22.1.15, פורסם בנבו] והפסיקה שהובאה שם). באשר לחומרת העבירות, הנאשם נהג על אף שידע שאין ברשותו רישיון נהיגה תקף וכן נהג""",train
"שנתיים ו/או גרימת תאונת דרכים שבצידה חבלות של ממש, עבירות לפי סעיפים 67, 10(א), 38(3) לפקודת התעבורה. אני פוסל את הנאשם מלנהוג ו/או מלקבל ו/או מלהחזיק רישיון נהיגה לתקופה של 36 חודשים. הפסילה תרוצה במצטבר לכל פסילה אחרת. הוסבר לנאשם כי לאחר שחרורו מריצוי תום מאסרו בגין תיק זה, עליו להפקיד את רישיון הנהיגה במזכירות בית המשפט או ככל שרישיונו אבד ידאג להפקיד תצהיר מתאים כנגד כך יונפק לו אישור הפקדה, וככל שתלויות נגד הנאשם פסילות נוספות עליו להגיש בקשה מתאימה למשרד הרישוי לצורך ביצוע חישוב הפסילות . למען הסר ספק מובהר זה עתה כי על הנאשם לעשות כן לא יאוחר מ- 30 ימים לאחר שחרורו מריצוי תום מאסרו בגין תיק זה. אני פוסל את הנאשם מלקבל או מלהחזיק רישיון נהיגה לתקופה של 12 חודשים על תנאי למשך 3 שנים והתנאי הוא שהנאשם לא יעבור אותן עבירות שעליהן הורשע או אחת העבירות המפורטות בתוספת הראשונה או בתוספת השנייה לפקודת התעבורה [נוסח חדש], תשכ\א - 1961 ויורשע בגינה.""",train
"הגעת שוטרים למקום. תיאור זה יש בו כדי ללמד על אופיו האלים של הנאשם. כך גם ההגנה הדגישה שהעבירות בוצעו על רקע שתיית אלכוהול אך הנאשם לא ביקש הפנייתו לשירות המבחן ולא קיבל שום טיפול שיש בו כדי ללמד על חרטה כנה ושינוי דרכי חשיבתו. בע\פ 6758/07 פלוני נ' מ\""י, (11.10.2007) נקבע לעניין זה: עם זאת, מבלי להקל ראש בחומרת העבירות, לא נגרמו למתלוננת חבלות והיא לא נזקקה לטיפול רפואי. כך גם, יש לזקוף לזכות הנאשם את העובדה שהודה בהזדמנות הראשונה, לקח אחריות על מעשיו, חסך זמן שיפוטי יקר ובעיקר שחסך את העדת המתלוננת. כמו כן, אזקוף לזכותו את העובדה שאין לחובתו הרשעות קודמות וזהו מעצרו הראשון. הנאשם היה עצור למשך 3 ימים ומאז נתון במעצר בית מלא מזה כארבעה חודשים וסבורני שהיה בתקופה זו כדי להרתיע את הנאשם ולהמחיש לו את הפסול שבהתנהגותו. לאור עובדות אלה ונתוניו האישיים של הנאשם, אינני סבור שיש להטיל על הנאשם מאסר מאחורי סורג ובריח בו ייחשף לתרבות עבריינית ואין זה אינטרס הציבור. עם זאת, לאור התקופה הקצרה בה שהה במעצר מאחורי סורג ובריח, ולאור קביעת עונש המאסר ככזה שיבוצע בעבודות שירות, לא מצאתי לנכון לנכות את תקופת המעצר מתקופת המאסר בה יישא הנאשם. בשים לב לנתונים שפורטו, ולאור הישנות המקרים, מצאתי לנכון למקם את הנאשם באמצע המתחם אך לכיוון הרף התחתון ולהטיל על הנאשם תקופת מאסר קצרה אותה יישא בעבודות שירות, בהתאם לחוות דעת הממונה על עבודות השירות מתאריך 09.02.22, לצד ענישה הצופה פני עתיד וכן הטלת סנקציה כלכלית. משכך ולאור כל האמור לעיל, אני מטיל בזאת על הנאשם את העונשים הבאים: מאסר בפועל למשך 4 חודשים אשר יבוצע""",train
"אני פוסל את הנאשם מלקבל או מלהחזיק רישיון נהיגה לתקופה של 36 חודשים בפועל. מוסבר בזאת לנאשם כי לאחר שחרורו ממאסרו בגין תיק זה עליו להפקיד בבית המשפט תצהיר מתאים וכנגדו יונפק לו אישור הפקדה והפסילה תרוצה במצטבר לכל פסילה אחרת. באחריות הנאשם להגיש בקשה מתאימה למשרד הרישוי לצורך ביצוע חישוב כלל פסילותיו. אני פוסל את הנאשם מלקבל או מלהחזיק רישיון נהיגה לתקופה של 10 חודשים על תנאי למשך 3 שנים והתנאי הוא שהנאשם לא יעבור אותן עבירות שעליהן הורשע או אחת העבירות המפורטות בתוספת הראשונה או בתוספת השנייה לפקודת התעבורה [נוסח חדש], תשכ\א - 1961 ויורשע בגינה.""",train
"הפלילי, כמו גם לעמדותיהן של המתלוננות כפי שהובעו בפני שירות המבחן, החלטתי לקבוע את עונשו של הנאשם מעט מתחת לרף האמצעי של מתחם העונש ההולם. משכך ולאור האמור לעיל, אני מטיל בזאת על הנאשם את העונשים הבאים: מאסר בפועל למשך 9 חודשים בניכוי תקופת מעצרו של הנאשם בהתאם לרישומי שב\ס. מאסר על תנאי של 4 חודשים למשך 3 שנים והתנאי הוא שבפרק זמן זה לאחר שחרורו מן הכלא הנאשם לא יעבור עבירת איומים על פי חוק העונשין התשל\""ז – 1977 ויורשע בה. מאסר על תנאי של 2 חודשים למשך 3 שנים והתנאי הוא שבפרק זמן זה לאחר שחרורו מן הכלא הנאשם לא יעבור עבירת הפרת הוראה חוקית על פי חוק העונשין התשל\""ז – 1977 ויורשע בה. מאסר על תנאי של 5 חודשים למשך 3 שנים והתנאי הוא שבפרק זמן זה לאחר שחרורו מן הכלא הנאשם לא יעבור עבירת החזקת סכין/ אגרופן שלא כדין על פי חוק העונשין התשל\""ז – 1977 ויורשע בה. הנאשם יחתום על התחייבות בסך 5,000 ₪ לפיה יתחייב להימנע מלעבור תוך 3 שנים לאחר שחרורו מריצוי תום מאסרו בגין תיק זה על עבירת איומים, לפי חוק העונשין ויורשע בה. קנס בסך של 2,000 ₪. יש לשלם את הקנס לחשבון המרכז לגביית קנסות, אגרות והוצאות ברשות האכיפה והגבייה, החל מחלוף 3 ימים מרגע מתן גזר הדין ועד ליום 1/6/23 וזאת באחת מהדרכים הבאות: מוקד שירות טלפוני בשרות עצמי (מרכז גבייה) – בטלפון 35592* או בטלפון 073-2055000 (ניתן לפנות לנציגים לקבלת מידע במספרים הללו).""",train
"ובפרט כאשר פעולת הניפוץ מתרחשת בקרבת אזור גופני רגיש.\ לעניין מנעד הענישה הרחב נכתב בע\""פ 5980/15 מדינת ישראל נ' זדה (23.03.16): \""אירועי אלימות המגולמים בעבירה של חבלה חמורה בנסיבות מחמירות, שהיא העבירה העיקרית בה הורשע המשיב, עשויים להתרחש במגוון רחב מאוד של מצבים, נסיבות ביצוע ורמות חומרה. ואכן, הפסיקה כוללת מנעד רחב של רמות ענישה, בהתאם לנסיבות הספציפיות של כל מקרה. בקביעת מתחם העונש ההולם ובגזירת הדין בגדרו אין די בהתייחסות לסעיף העבירה בו הורשע הנאשם, אלא העיקר הוא בעובדות ובנסיבות האירועים הספציפיים בגינן הורשע הנאשם\"" בבחינת מדיניות הענישה הנהוגה בעבירה זו נלמדת הטלת מאסר בפועל לתקופה ממושכת. בע\""פ 4609/14 צורדרקר בסט נ' מדינת ישראל (01.03.15) קיבל בית המשפט העליון את ערעור הנאשם שהורשע בניסיון לגרימת חבלה באמצעות בקבוק זכוכית שבור במאבטח של מלון על רקע שכרות והקל בעונשו מ-18 חודשי מאסר ל-9 חודשי מאסר בפועל. בת\""פ (מחוזי ת\""א) 3144-04-15 מדינת ישראל נ' רביבו (04.04.16) הוטלו על הנאשם 6 חודשי מאסר בעבודות שירות לאחר שבהיותו שיכור, זרק וניפץ בקבוק וודקה על נהג הסעות שסירב להסיעו וגרם לו לשבר באפו. בע\""פ 4011/14 פלוני נ' מדינת ישראל (16.11.14) נדחה ערעור על חומרת עונש של 7 חודשי מאסר בגין עבירה של חבלה חמורה בנסיבות מחמירות והפרעה לשוטר במילוי תפקידו. המערער הכה מאבטח באמצעות בקבוק שתייה וגרם לו שבר בגולגולת, חתך במצח ואובדן הכרה. המערער היה על סף בגירות ואחרי שתייה מופרזת של אלכוהול, לחובתו עבר פלילי בגינו ריצה כבר עונש מאסר והוא לא נטל אחריות מלאה על המעשים. עוד נקבע כי לנוכח חומרת המעשים עונש המאסר שהוטל עליו הינו מקל מאוד. ברע\""פ 1601/14 פרץ נ' מדינת ישראל (03.03.14) נדחה""",eval
"להשתלב במאבק הכולל להדברת הנגע. על כן, יש ליתן משקל ממשי לשיקול ההרתעתי אל מול השיקולים האישיים, אשר משקלם יהיה נמוך יותר במקרים כגון אלה. 'עונש הולם למחזיקי סמים שלא לשימוש עצמי – קרי: למשולבים במערך ההפצה – מכוון לקבוע בהכרת הכל את החומרה היתירה שאנו מייחסים להפצת הסמים, ולהרתיע עבריינים בכוח מלשלוח ידם בפעילות ההפצה. שתי תכליות מרכזיות אלו ניתן להשיג רק על ידי הטלת עונשים חמורים\. ראו לעניין זה גם ע\""פ 211/09 אזולאי נ' מדינת ישראל: \""הענישה בעבירות מסוג זה נועדה, קודם לכל, לשרת את מטרת הגמול לעבריין על עיסוק בסם העלול לסכן חיי אדם ולפגוע בבריאות המשתמשים בו; שנית, על העונש להעביר מסר חד-משמעי של הרתעה ביחס לעבריינים פוטנציאליים, ולשמש אות אזהרה אפקטיבי לכל מי שמתכוון לקחת חלק במערכת ההעברות והסחר בסמים, תהא אשר תהא הפונקציה אותה הוא ממלא בשרשרת זו של העברת הסם מיד ליד\"". בעבירות סחר בסמים קיים מנעד ענישה רחב שנגזר בין היתר מסוג הסם המעורב, מנסיבות הסחר בו ומהכמות שלו (ע\""פ 8436-20 אמסלם נ' מדינת ישראל (07.06.21)). בחינת מדיניות הענישה הנוהגת מלמדת כי בעניינם של נאשמים אשר הורשעו בעבירות דומות, הוטלו על נאשמים עונשים במנעד רחב, כמפורט להלן: ברע\""פ 7570/21 אבו סוילם נ' מדינת ישראל (11.11.21) נדחתה בקשת ערעור של נאשם שהורשע בהחזקת סמים שלא לשימוש עצמי מסוג קנביס במשקל של למעלה מ-4 ק\""ג. הנאשם, נעדר עבר פלילי ונתמך בהמלצת שירות המבחן לצו של\""צ, נדון ל-8 חודשי מאסר בפועל לאחר שנקבע מתחם עונש הולם שנע בין 8-24 חודשי מאסר. כאמור, ערעורו נדחה. בעפ\""ג (מח' י-ם) 29138-07-17 מדינת ישראל נ' ג'ית (17.08.17) התקבל ערעור המדינה על קולת העונש. הנאשם הורשע""",eval
"לסטות ממתחם הענישה אולם מנגד לא לקבל את המלצות שירות המבחן כלשונן. לנוכח האמור, נראה שהטלת מאסר בפועל לנשיאה בדרך של עבודות שירות בצד ענישה נלווית תהווה את האיזון הראוי. בעניין הקנס, לא נעלמו מעיניי נסיבות הנאשם לפיהן אינו עובד, משתכר מקצבה ומצוי בחובות כלכליים ולכן, גם בהתחשב בנסיבות אלה מצאתי לנכון להטיל עליו קנס מתון. לאחר שנשקלו השיקולים הרלוונטיים שצוינו לעיל, אני מטיל על הנאשם את העונשים הבאים: 9 חודשי מאסר בפועל לביצוע בעבודות שירות. בהתאם לחוות דעת הממונה, הנאשם יבצע את עבודות השירות בבית אבות נוף הגליל בחדרה החל מתאריך 30.11.23. הנאשם יתייצב במועד זה בשעה 08:00 במשרדי הממונה על עבודות השירות וזאת לצורך קליטתו. מוסבר בזאת לנאשם כי במידה ולא יקיים את עבודות השירות כנדרש או במידה ויפתח נגדו תיק נוסף בעת ביצוען ניתן יהיה להורות על הפקעת עבודות השירות ויתרת התקופה ככל שתיוותר יכול ותרוצה בפועל. 10 חודשי מאסר על תנאי למשך 3 שנים, והתנאי הוא שהנאשם לא יעבור בפרק זמן זה על עבירות בהן הורשע בתיק זה או כל עבירה לפי פקודת הסמים המסוכנים מסוג פשע ויורשע בה. אני מעמיד את הנאשם בפיקוח שירות המבחן למשך 12 חודשים. שירות המבחן יגבש עבור הנאשם תכנית שיקומית מתאימה. קנס בסך 7,500 ₪.",eval
"הנאשם את העונשים הבאים: מאסר בפועל למשך 8 חודשים בניכוי תקופת מעצרו של הנאשם בהתאם לרישומי שב\ס. מאסר על תנאי של 4 חודשים למשך 3 שנים והתנאי הוא שהנאשם לא יעבור בפרק זמן זה לאחר שחרורו מריצוי תום מאסרו בגין תיק זה, על עבירת איומים על פי חוק העונשין התשל\""ז – 1977 ויורשע בה. מאסר על תנאי של 2 חודשים למשך 3 שנים והתנאי הוא שהנאשם לא יעבור בפרק זמן זה לאחר שחרורו מריצוי תום מאסרו בגין תיק זה על עבירת היזק לרכוש במזיד על עבירות לפי חוק העונשין התשל\""ז – 1977 ויורשע בה.""",eval
