document,paragraph_number,text,label
ME-16-05-33009-930,98,"בת""פ (מחוזי ב""ש) 3244-06-16 מדינת ישראל נ' אנגדה [21.12.17], נאשם 2 (מתוך חמישה נאשמים) הורשע על פי הודאתו, במסגרת הסדר טיעון, בעבירות של ייצור נשק וסיוע לסחר בנשק. מעובדות כתב האישום המתוקן עולה כי הנאשם הרכיב שלושה מטעני חבלה מאולתרים אלחוטיים שאוגדו כיחידה אחת בסרט דביק. הנאשם העביר את המטענים לנאשם 5 ובנוסף גם מערכת הפעלה שהורכבה ממקלט אלחוטי. בעת קביעת מתחם העונש ההולם לקח בית משפט קמא בחשבון הנסיבה הקבועה בסעיף 40ט(א)(6) לחוק העונשין - ""בבחינת יכולתו להבין את אשר הוא עושה, את הפסול במעשהו או את משמעות מעשהו, לרבות בשל גילו"", וקבע כי מאחר שהנאשם ""בגיר צעיר"" מדובר בנסיבה משמעותית לקביעת מתחם העונש. נוכח האמור העמיד בית המשפט את מתחם העונש ההולם בין 18 לבין 36 חודשי מאסר בפועל. בעת גזירת עונשו נקבע כי יש לחרוג מהמתחם בשל שיקולי שיקום, והעמיד את עונשו על 14 חודשי מאסר בפועל. הבחנות לחומרה מענייננו: גם סיוע לסחר; 3 מטענים מאולתרים; הבחנות לקולה מענייננו: הודאה והסדר; בגיר צעיר; שיקולי שיקום שהביאו לסטיה מהמתחם.",1
ME-16-05-33009-930,100,"ע""פ 3078/13 מסארווה נ' מדינת ישראל [1.4.14], שבו הורשעו המערערים, על יסוד הודייתם, בעבירה של ייצור נשק. בנוסף, המערער 1 הורשע, בין היתר, בחמש עבירות של נשיאת נשק והובלתו, מעשי פזיזות ורשלנות, ניסיון להיזק בחומר נפץ. המערער 2 הורשע בנוסף בארבע עבירות של אי מניעת פשע. במסגרת האישום הראשון, צוין כי המערערים הכינו שמונה מטעני חבלה מאולתרים המורכבים מצינורות מתכת ומכילים זיקוקין, אבק שרפה ופתיל השהייה. בית משפט קמא קבע לגבי האישום הראשון כי העונש הראוי הוא שלוש שנות מאסר בגין כל עבירה. יודגש כי כתב האישום המתוקן כלל שישה אישומים, בעבירות נוספות, והעונש שנגזר על מערער 1 היה בסופו של יום עונש כולל, שאינו יכול ללמדני על אודות מדיניות הענישה הנהוגה, אך אבן הבוחן הנ""ל, לעניין מטען אחד, היא רלוונטית. בית המשפט העליון דחה את ערעורם של השניים, תוך שקבע כי אין מדובר בסטייה מהותית ממדיניות הענישה העבירות דומות וכי מדובר בעונשים ראויים ומאוזנים.",1
ME-16-05-33009-930,102,"ע""פ (מחוזי חיפה) 61452-02-16 אבו רעד נ' מדינת ישראל [18.1.17], הנאשמים (אב ובן) הורשעו על יסוד הודאתם בכתב אישום מתוקן, בעבירות של ניסיון לייצור נשק והחזקת נשק, ובנוסף נאשם 1 (האב) הורשע גם בעבירה של החזקת נשק. נאשם 1 החזיק במחסנים שבחצר ביתו כלי נשק שונים, רובה ציד מאולתר, תת מקלע מאולתר ומחסנית, וכן תחמושת. גם נאשם 2 החזיק תת מקלע ואף ביצע בו ירי שלא כדין. בנוסף לכך, בעקבות סכסוך עם אחר החליטו הנאשמים לייצר מטעני נפץ. לשם כך הצטיידו בחומרים ייעודיים שביצעו ניסיונות לפוצץ את אותם מטענים. בית המשפט קבע שני מתחמי ענישה נפרדים לכל אחד מן הנאשמים - בעניינו של נאשם 1 נקבע מתחם שנע בין 24 לבין 48 חודשי מאסר בפועל; ובעניינו של נאשם 2 נקבע מתחם שנע בין 12 לבין 36 חודשים. בית המשפט בעת קביעת עונשם לקח בחשבון את הודאתם, קבלת האחריות והחרטה, גילו הצעיר של נאשם 2, נסיבות חייו המורכבות, לרבות מצוקה כלכלית, והעמיד את עונשו של נאשם 1 על 30 חודשים ואת עונשו של נאשם 2 על 10 חודשי מאסר. על גזר הדין הגישו הנאשמים ערעור לבית משפט העליון במסגרת ע""פ 2040/17, שטרם הוכרע. הבחנות לחומרה מענייננו: החזקת רובה ותת מקלע מאולתר; ביצוע המעשים על רקע סכסוך; הבחנות לקולה מענייננו: הודו, לקחו אחריות והביעו חרטה; ובעניינו של נאשם 2 - גילו הצעיר.",1
,,,
ME-16-05-33009-930,107,"במקרה דנן, הערכים החברתיים אשר נפגעו באירוע הראשון (סחר בנשק) הינם הגנה על שלום הציבור ובטחונו. מכירת כלי נשק לידיו של מי שאינו מורשה, ובוודאי למי שידוע כעבריין, טומנת בחובה סכנה ממשית לביטחון הציבור. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. בהתייחסו לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר בענישתם (ראו ע""פ 319/11 מדינת ישראל נ' יאסין (5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל (22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל (19.5.14), ע""פ 8280/15 גולאני נ' מדינת ישראל, (28.3.16). ",0
ME-16-05-33009-930,109,"ראו בהקשר זה דברי בית-המשפט העליון (כב' השופט נ' סולברג) על חומרתן של עבירות אלו בע""פ 135/17 מדינת ישראל נ' בסל (8.3.17):",0
ME-16-02-59812-881,10,"יש לתת את הדעת לכך שעבירת הסחר בנשק הינה מן החמורות שבעבירות הנשק, ונמצאת במדרג גבוה יותר מעבירת נשיאת הנשק ומעבירה של החזקת הנשק (להבחנה במדרג עבירות הנשק ראו ע""פ 4945/13 מדינת ישראל נ' סלימאן (19.1.14) פסקה 12)). לעומת זאת, מדובר בנשק אחד מסוג אקדח, שהינו ברף נמוך יחסית לכלי נשק שפוטנציאל הקטילה שלהם רב יותר, כגון תת מקלע או מטען חבלה, אם כי גבוה יותר ביחס לרימון הלם או בקבוק תבערה (ראו הנחיות פרקליט המדינה, 61.9, מדיניות ענישה בעבירות נשק ומטעני חבלה (7.8.16)). ",0
ME-16-02-59812-881,40,"בע""פ 2422/14 חד'ר נ' מדינת ישראל (21.12.14), נדחה ערעורו של נאשם אשר הורשע בעבירה של סחר בנשק. הנאשם מכר, תמורת 9,000 ₪, לסוכן משטרתי, רובה מסוג ""קרל  גוסטב"". נקבע מתחם שבין 24 ל-48 חודשי מאסר, הנאשם צעיר, ללא עבר פלילי ובעל נסיבות אישיות, נידון ל- 36 חודשי מאסר בפועל. נאשם אחר אשר תיווך בעסקה נידון ל- 20 חודשי מאסר בפועל. ",1
ME-16-02-59812-881,41,"בע""פ 7552/14 אגבאריה נ' מדינת ישראל (23.6.15), נדחה ערערו של נאשם אשר הורשע בעבירות של סחר בנשק (אקדח) בצוותא, הפרעה לשוטר בעת מילוי תפקידו ואיומים. הנאשם מכר אקדח לסוכן סמוי תמורה לסך של 14,000 ש""ח. הנאשם בעל עבר פלילי, נידון ל- 32 חודשי מאסר בפועל (וכן הופעל מאסר על תנאי, סה""כ 46 חודשי מאסר בפועל). ",1
ME-16-02-59812-881,46,"בע""פ 1323/13 ‏חסן נ' מדינת ישראל (5.6.13), נדחה ערעורו של נאשם אשר הורשע בעבירות של החזקת נשק שלא כדין, נשיאה והובלת נשק וסחר בנשק שלא כדין. הנאשם ואחר מכרו לסוכן משטרתי סמוי רימון הלם צה""לי תמורת 1300 ש""ח. בית המשפט קבע מתחם עונש בין שנה ל- 4 שנות מאסר. לנאשם עבר פלילי מכביד. נידון ל-24 חודשי מאסר בפועל. ",1
ME-16-02-59812-881,49,"בע""פ 526/14 פלוני נ' מדינת ישראל (12.03.14), התקבל ערעורו של נאשם אשר הורשע  בעבירות החזקת נשק וסחר בנשק. הנאשם מכר לסוכן אקדח מסוג ""יריחו"" ומחסנית בתמורה לסך של 14,000 ₪. בית המשפט הקל בעונשו נוכח פוטנציאל שיקומי גבוה במיוחד וגזר עליו 16 חודשי מאסר בפועל (חלף 22 חודשי מאסר).",1
ME-16-02-59812-881,50,"בת""פ (מח' י-ם) מדינת ישראל נ' קרקי  (15.6.14) קבע בית המשפט כי יש להעמיד את מתחם הענישה בגין כל אירוע של סחר בנשק, על 18-36 חודשים. באותה פרשה דובר על ריבוי אירועים, ומכאן שהענישה הקונקרטית שנקבעה אינה רלוונטית למקרה דנן. ",0
ME-16-02-59812-881,51,"בת""פ (מח' חי') 36381-05-15 מדינת ישראל נ' אבו שנדי (31.12.15), נידון נאשם אשר הורשע בעבירה של סחר בנשק (מקלע מאולתר), שבוצעה באמצעות סוכן משטרתי. בית המשפט קבע מתחם בין 24 חודשים לבין 48 חודשים. הנאשם בעל הרשעה קודמת אחת, נידון ל- 28 חודשי מאסר בפועל.",0
ME-16-02-59812-881,52,"בת""פ (מח' י-ם) 54615-03-16 מדינת ישראל נ' מוסטפה (14.3.17), הורשע נאשם בעבירת סחר בנשק. הנאשם מכר תת מקלע מסוג ""קרלו"" לאחר תמורת 3,000 ₪ אשר בהמשך ניסה לירות בו ללא הצלחה. נקבע מתחם עונש בין 20 ל- 40 חודשי מאסר. הנאשם צעיר נורמטיבי, נידון ל- 24 חודשי מאסר בפועל.",1
ME-16-02-59812-881,53,"בת""פ (מח' י-ם) 7108-02-16 מדינת ישראל נ' טאהא (20.7.16) הורשע הנאשם בעבירות של קשר לפשע, סחר בנשק ועוד, בגין סחר באקדח בקוטר 9 מ""מ, ומחסנית ובה כדורים. בית המשפט נתן דעתו לכך שמדובר באקדח ולא בנשק אוטומטי ולכך שחלקו של הנאשם בעסקה לא היה המרכזי, וקבע מתחם שבין 20 ל- 42 חודשי מאסר בפועל. הנאשם בעל עבר פלילי, הודה באשמה. בית המשפט גזר עליו עונש של 22 חודשי מאסר בפועל (וכן הפעיל מאסר על תנאי, סה""כ 28 חודשים).",1
ME-16-02-59812-881,54,"בפסיקה קיימים מקרים בהם סטו בתי המשפט ממתחם העונש ובכל זאת הטילו עונשי מאסר מאחורי סורג ובריח (ראו למשל: ע""פ 4876/15  פלוני נ' מדינת ישראל (3.12.15); רע""פ 4795/11 זאיד נ' מדינת ישראל (27.6.11); רע""פ 262/14 נאשף נ' מדינת ישראל (22.1.14) וכן רע""פ 5354/12 קובר נ' מדינת ישראל (12.7.12)). ",1
ME-16-02-59812-881,55,"לצד מקרים בהם בחרו בתי המשפט פעמים רבות לסטות ממתחם העונש ההולם עד כדי הטלת עונש שירוצה בעבודות שירות, וזאת אף בעבירות שאינן נופלות בחומרתן מהמקרה דנן (ראו למשל בע""פ 779/15 פלוני נ' מדינת ישראל (12.4.15) (שוד באיומי סכין); ע""פ 911/14 פלונית נ' מדינת ישראל (4.11.14) (התעללות בקטין או חסר ישע); ת""פ (מח' חי') 27277-01-15 מדינת ישראל נ' קעדאן (16.9.15) (עבירות בנשק); ת""פ (מח' ב""ש) 33495-12-13 מדינת ישראל נ' דדשב (30.3.15) (עבירות בנשק); ת""פ 7498-11-14 מדינת ישראל נ' אלצראיעה (30.3.17) (עבירות בנשק); ת""פ (מח' מרכז-לוד) 8833-01-14 מדינת ישראל נ' אפלצ'יוק (22.12.16) (עבירות שוד); ת""פ 8761-01-14 מדינת ישראל נ' פוגרבניאק (26.4.17) (עבירות שוד); ת""פ (מח' י-ם) 23513-03-14 מדינת ישראל נ' שצ'ינוב (10.11.16). ",1
ME-16-02-59812-881,56,"בהקשר זה סבורני כי ראוי להפנות לע""פ 4945/13 מדינת ישראל נ' סלימאן (19.1.14), אשר הן ב""כ המאשימה והן ב""כ הנאשם בחרו להגישו ולהפנות אליו. באותו עניין המשיב הורשע בעבירות של רכישת נשק, החזקת נשק והובלת נשק ותחמושת, מעשה פזיזות ורשלנות ועוד. בית המשפט העליון קבע כי מתחם העונש שנקבע בבית המשפט המחוזי (עבודות שירות עד 20 חודשי מאסר בפועל) מקל יתר על המידה וטעון התערבות. זאת משום שעבירות בנשק טומנות בחובן פוטנציאל הרסני לפגיעה בשלום בציבור ובטחונו, והחשש להתגלגלות כלי נשק לגורמים פליליים ועוינים. לפיכך, נקבע מתחם שבין 12 ל- 36 חודשי מאסר בפועל. ואולם, הואיל ולמשיב פוטנציאל שיקום גבוה במידה המצדיקה לחרוג מן המתחם, הותיר על כנו את העונש שנגזר בבית המשפט קמא, של 6 חודשי עבודות שירות. ",1
ME-16-02-59812-881,75,"יפים לעניין זה דברי כב' הנשיא רון שפירא בעפ""ג (מח' חי') 36573-01-18 מחאמיד נ' מדינת ישראל (7.2.18): ",0
ME-16-02-59812-881,76,"3.	המדינה פתחה את טיעוניה  באזכור מתוך ע""פ 4697/11 מדינת ישראל נ' אלצאנע (24.3.2013) לפיה יש להחמיר בענישה ביחס לעבירות של פתרון סכסוכים בנשק חם או קר ואף להגיע לרמת ענישה ""בן שתי ספרות"". באותו מקרה החמיר בית המשפט העליון את עונשו של נאשם שירה בגבה של מתלוננת שתי יריות, משמונה שנות מאסר בפועל לתשע שנות מאסר (ולא מיצה את הדין לאור נסיבות אישיות טרגיות). ",0
ME-16-02-59812-881,77,"ע""פ 6459/17 מדינת ישראל נ' אור קדושי (27.2.2018) שם הורשעו המשיבים יחד עם אדם נוסף על פי הודאתם במסגרת הסדר טיעון כאשר יוחסו להם עבירות של קשירת קשר וחבלה בכוונה מחמירה ונשיאת נשק ועוד שיבוש מהלכי משפט. המשיבים הצטיידו בקסדה, קטנוע  ובאקדח מסוג גלוק וחלפו בסמוך למתלונן ואחד מהם ירה קליע בחזהו. על היורה הוטלו 6 שנות מאסר בפועל ועל המסיע 5 שנות מאסר בפועל. בערעור עונשם הוחמר לשמונה שנות מאסר בפועל, כל אחד. ",1
ME-16-02-59812-881,82,"בע""פ 1186/15 מוחמד יונס נ' מדינת ישראל (23.11.2018) ירה המערער 4 יריות לעבר המתלונן על מנת לפגוע בפלג גופו התחתון על רקע כעסו על כך שהוא אמור להעיד נגדו בהליך פלילי. המערער עשה את המעשים בהיותו במעצר בית מלא ובערכאה הדיונית הוא הורשע לאחר ניהול הליך מלא ונידון ל-11 שנות מאסר. בערעור הופחת עונשו ל-9 שנים ו-4 חודשים. ",1
ME-16-10-16420-262,11,"בע""פ 8721/14 מוחמד אבו לבן נ' מדינת ישראל (28.9.2016) בערכאה הדיונית הודה המערער בכך שהוא שלף אקדח וירה לעבר משפחת ארוסתו לשעבר מספר יריות שגרמו למתלונן פציעה ברגלו ושכנה שהייתה במקום נפגעה בגבה. הוטלו 9.5 שנות מאסר והערעור נדחה.",1
ME-16-10-16420-262,33,"בע""פ 4375/02 לזר דיין נ' מדינת ישראל (09.01.2003) נאשם בעל משפחה ללא עבר פלילי עם בריאות לקויה, ירה בממונה עליו בעבודה ונידון ל-13 שנות מאסר בערכאה הדיונית. בית המשפט העליון לא התערב בתוצאה.",1
ME-16-10-16420-262,35,"בת""פ (ב""ש) 8133/00 מדינת ישראל נ' אילן אלימלך (11.12.2001) הורשע נאשם לאחר שמיעת הראיות בביצוע עבירה לפי סעיף 329(1) לחוק העונשין ונשיאת נשק לפי סעיף 144(ב) לחוק. הנאשם הסתכסך עם אחר בקשר לבחורה ששהתה במועדון והנאשם ירה ברגלו של המתלונן שניים או שלושה כדורים. הנאשם היה בעל קווים עברייניים באישיותו ובמעשיו. בית המשפט הטיל עליו מאסר בפועל למשך ארבע שנים. המתלונן החלים מפצעיו. ",1
ME-16-10-16420-262,37,"בת""פ (ת""א) 1119/02  מדינת ישראל נ' וואיל בן עודה חטיב (23.1.2003) במסגרת הסדר טיעון בו הודו הנאשמים (שלושה) והם הורשעו- נאשם 1 בנשיאת נשק שלא כדין וגרימת חבלה חמורה בכוונה מחמירה; נאשם 2- גרימת חבלה חמורה בנסיבות מחמירות; נאשם 3- הריגה. שלושת הנאשמים היו אחים שפגשו באקראי בסמוך לבריכת שחייה באנשים מפלג אחר של המשפחה שהחלו להכות את הנאשם 1. במהלך הקטטה הוא שלף אקדח וירה מספר כדורים לכיוון הרכב השני ופצע שלושה מיושביו. בהמשך הגיעו אנשים נוספים והתפתחה תגרה תוך כדי שימוש בנשק קר. במסגרת התגרה נאשם  3 הכה פצועים, איים על רופאים ואחיות שהגיעו לטפל בהם ודקר אחד מיריביו וגרם למותו. על הנאשם 1 הוטלו שלוש שנות מאסר בפועל, על נאשם 2 שנתיים וחצי מאסר בפועל, ועל נאשם 3 עשר שנות מאסר בפועל. צוין שהתביעה לא העמידה לדין את הפלג השני של המשפחה בשל מעורבותו באירוע.",1
ME-16-10-16420-262,39,"בת""פ 33577-04-12 מדינת ישראל נ' בן שטרית (31.1.2013) בגין עבירות של אחזקת נשק, נשיאת נשק, חבלה בכוונה מחמירה ויריות באזור מגורים הוטלו 4 שנות מאסר בפועל על הנאשם כאשר האירוע התרחש כאשר פגש במתלונן באזור מגורים בשעת לילה מאוחרת. המתלונן זרק כוס לכיוון הנאשם ובתגובה שלף הנאשם אקדח שהיה ברשותו שלא כדין וירה לעברו שלוש יריות כאשר רק השלישית פגעה בו ושרטה את ברכו הימנית.",1
ME-16-10-16420-262,41,"בת""פ 55014/08 מדינת ישראל נ' פלוני (20.10.2009) בגין עבירות של ניסיון לחבלה בכוונה מחמירה, נשיאה והובלת נשק, ירי באזור מגורים ואיומים הוטלו על נאשם קטין מאסר בפועל למשך שלושים חודשים. באותו מקרה הגיע הנאשם לגינה ציבורית בשעת לילה מאוחרת, שם בילתה חבורה של אנשים. הנאשם קילל את הנוכחים, עזב את המקום וחזר שניות לאחר מכן עם אקדח וירה שישה כדורים לעברם כשהוא מנסה לפגוע באחד מהם. ",1
ME-16-10-16420-262,49,"הערכים החברתיים עליהם יש להגן מפני אלה המבצעים עבירות בנשק, הם ההגנה על שלום הציבור וביטחונו, שמירה על שלמות גופו ורכושו של אדם ומניעת פגיעה משמעותית בו כתוצאה משימוש בנשק חם, על ידי מי שאינו מיומן בכך. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. אשר לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר, ככלל, בענישתם של נאשמים שהורשעו בעבירות נשק בכלל ובעבירות סחר בנשק בפרט (ע""פ 319/11 מדינת ישראל נ' יאסין [פורסם בנבו] (ניתן ביום 5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 19.5.14), ע""פ 8280/15 מוחמד גולאני נ' מ""י, [פורסם בנבו] (ניתן ביום 28.3.16)).",0
ME-16-10-16420-262,51,"נשק, שהוא מטבעו כלי קטלני, עלול לעבור מיד ליד ולהגיע לידי גורמים שיבצעו באמצעותו עבירות פליליות חמורות, ואף לידי ארגוני טרור שיעשו בו שימוש באירועי טרור. על-כן, פוטנציאל הסיכון הנשקף מהסחר בו מחייב הטלת ענישה מחמירה ומרתיעה, ועל בית המשפט לתת משקל משמעותי יותר לאינטרס הציבורי ולצורך להרתיע עבריינים מלבצע עבירות דומות, על-פני הנסיבות האישיות של העבריין. כב' השופט זילברטל  חזר על כך בע""פ 6989/13 פרח נ' מדינת ישראל [פורסם בנבו] (מיום 25.2.14): ",0
ME-16-10-16420-262,53,"""בית משפט זה חזר לא אחת על הסכנה הרבה הטמונה בעבירות נשק ""בעיקר בשל כך שעבירות מסוג זה מקימות פוטנציאל להסלמה עבריינית ויוצרות סיכון ממשי וחמור לשלום הציבור וביטחונו"" (ע""פ 3156/11 זראיעה נ' מדינת ישראל, [פורסם בנבו] פסקה 5 (21.02.2012)). בהתאם, מדיניות הענישה הנהוגה בעבירות אלה היא מדיניות של ענישה מחמירה המחייבת בדרך כלל הטלת עונשי מאסר לריצוי בפועל גם על מי שזו הרשעתו הראשונה (ע""פ 2006/12 מדינת ישראל נ' אסדי [פורסם בנבו] (28.3.2012), (להלן: עניין אסדי); ע""פ 7502/12 כוויס נ' מדינת ישראל, [פורסם בנבו] פסקה 6 (25.6.2013))... """,0
ME-16-10-16420-262,55,"המגמה להחמיר בענישה בעבירות נשק באה לידי ביטוי בשורה ארוכה של פסקי דין שניתנו על ידי בית משפט העליון, בין היתר, בע""פ 1323/13 רך חסן  נגד מדינת ישראל [פורסם בנבו] (ניתן ביום 5.6.13), שם קבעה כבוד השופטת ארבל:",0
ME-17-10-51523-521,9,"בע""פ 2251/11 נפאע נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 4.12.11) קבעה כבוד השופטת א' חיות (כתוארה אז) כך: ""נוכח מימדיה המדאיגים של תופעת הסחר הבלתי חוקי בנשק, הסכנות הנשקפות ממנה והקלות היחסית שבה ניתן לבצען, אכן הגיעה השעה – בכפוף לנסיבותיו הקונקרטיות של כל מקרה ומקרה - להחמיר בעונשי המאסר הנגזרים על נאשמים בעבירות אלו לעומת העונשים הנגזרים כיום"". ",0
ME-17-10-51523-521,11,"בע""פ 135/17 מדינת ישראל נ' סמי בסל [פורסם בנבו] (ניתן ביום 8.3.17) קיבל בית המשפט העליון את ערעורה של המדינה  על גזר דינו של בית המשפט המחוזי בחיפה, במסגרתו הושת על הנאשם 12 חודשי מאסר לריצוי בפועל, בגין ביצוע עבירות של החזקה ונשיאת נשק לפי סעיף 144(א) ו-144(ב) לחוק העונשין וגזר עליו 18 חודשי מאסר. הנאשם, בן 20, צבר לחובתו הרשעה אחת בעבירת איומים ושבל""ר, החזיק בתת מקלע ומחסנית והסתירם בשביל קרוב משפחתו, למשך שבוע ימים, שבסופם העבירם לאחר, אשר קנה את הנשק והמחסנית מקרוב משפחתו של הנאשם.",1
ME-17-10-51523-521,67,"בע""פ 7552/14 יוסף אגבאריה נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 23.6.15) דחה בית המשפט העליון ערעור על גזר דינו של בית המשפט המחוזי בתל אביב, במסגרתו הושת על המערער עונש מאסר בן 32 חודשי מאסר בפועל, בגין עבירה של סחר בנשק (אקדח) שבוצע בצוותא, עבירה של הפרעה לשוטר בעת מילוי תפקידו ועבירת איומים.",1
ME-17-10-51523-521,69,"בע""פ 2186/13 עקול נגד מ""י [פורסם בנבו] (ניתן ביום 18.2.14), בית המשפט העליון לא התערב במתחם ענישה של 24 עד 48 חודשי מאסר שנקבעו בבית המשפט המחוזי בחיפה, בגין עבירות של נשיאת נשק וסחר בנשק (אקדח, מחסנית וכדורים) לסוכן משטרתי.",1
ME-17-10-51523-521,71,"בע""פ 526/14 פלוני נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 12.03.14) הנאשם הורשע בעבירות החזקת נשק וסחר בנשק, בבית המשפט המחוזי בבאר שבע (אקדח ומחסנית). הושת עליו 22 חודשי מאסר בפועל. בית המשפט העליון קיבל את ערעור הנאשם על חומרת העונש והפחית את עונשו ל- 16 חודשי מאסר בפועל נוכח פוטנציאל שיקומי גבוה במיוחד. ",1
ME-17-10-51523-521,73,"בע""פ 4945/13 מדינת ישראל נ' סלימאן [פורסם בנבו] (ניתן ביום 19.1.14, כב' השופטת ארבל) נקבע מדרג חומרה לעבירות הנשק השונות, כאשר עבירת הסחר מצויה ברף העליון. עבירת נשיאת והובלת הנשק נמצאת ברף הבינוני. עבירת רכישת נשק ואביזר נשק, נמצאת ברף התחתון של עבירות הנשק. באותו האירוע נקבע מתחם בשל עבירות של נשיאת והובלת נשק וכן רכישת אביזר של נשק שנע בין 12 ל-36 חודשי מאסר. שם דובר בנשק מסוג קרל גוסטב עם מחסנית וכדורים, וכן הנאשם בדק את תקינות הנשק כאשר ירה כדור בודד. בסופו של יום, בית משפט חרג ממתחם העונש ההולם מטעמי שיקום, והטיל שישה חודשי מאסר שירוצו בעבודות שירות, שם דובר בצעיר שהיה בן 19 בעת ביצוע העבירות, ןהנסיבות שהובילו לביצוע העבירות היה פחד וחשש לחייו. גם במסגרת פסק דין זה חזר בית המשפט העליון והדגיש, כי כלל בעבירות מסוג זה לא ניתן להסתפק בעונש של מאסר בעבודות שירות, אלא ראוי להטיל עונש של מאסר שירוצה בבית הכלא, מאחורי סורג ובריח.",1
ME-17-10-51523-521,77,"עוד יש לתת דגש לשיקולי הרתעת הרבים, כפי שהדגיש כב' השופט שוהם בע""פ 7502/12 עת חזר על ההלכה שנקבעה ברע""פ 2718/04 אבו דאחל נ' מדינת ישראל [פורסם בנבו] :",0
ME-17-10-51523-521,81,"""הסכנה הטמונה בעבירה החמורה של החזקת נשק מצדיקה הטלת עונשי מאסר לריצוי בפועל גם על מי שזו עבירתו הראשונה. בבוא בית המשפט לשקול את הענישה בעבירות מסוג זה, עליו לתת משקל נכבד יותר לאינטרס הציבורי ולצורך להרתיע עבריינים בכוח מלבצע עבירות דומות, על פני הנסיבות האישיות של העבריין"" (וראו גם, ע""פ 6583/06 אדהאם נ' מדינת ישראל [פורסם בנבו] (5.12.2006); ע""פ 2839/05 אל קאדר נ' מדינת ישראל [פורסם בנבו] (17.11.2005)).""",0
ME-17-10-51523-521,83,"עוד יצוין בהקשר זה, כפי שנפסק ברע""פ 2258/13 אליהו מאירוב נ' מדינת ישראל [פורסם בנבו] (ניתן 30.4.13 שם בפסקה 13),""כי על אף חשיבות המלצותיו של שירות המבחן, גזירת הדין נעשית בידי הערכאה השיפוטית ומכאן שעמדת שירות המבחן, אינה אלא אחד השיקולים העומדים בפני בית המשפט בבואו לגזור את דינו של הנאשם – לעיתים יאמץ בית המשפט את המלצת שירות המבחן במלואה, לעיתים יאמץ אותה בחלקה ולעיתים ידחה אותה מכל וכל. כל עניין ונסיבותיו הוא, וכל מקרה ייבחן לגופו, תוך מתן משקל ראוי להמלצת שירות המבחן"". ",0
ME-17-10-51523-521,86,"על חומרתן של עבירות הנשק עמד בית המשפט העליון, בין היתר, בע""פ 1323/13 חסן נ' מדינת ישראל (5.6.13): ",0
ME-17-10-51523-521,88,"בע""פ 3156/11 זראיעה נ' מדינת ישראל (21.2.12), נדחה ערעורו של נאשם אשר הורשע בעבירות של נשיאה והובלת נשק והסתייעות ברכב לביצוע פשע. הנאשם נסע ברכבו, לאחר שהסליק בו אקדח, מחסנית טעונה בכדורי אקדח בקוטר 9 מ""מ וקופסאות עם כדורי אקדח בקוטר 9 מ""מ. האקדח והתחמושת נתפסו בחיפוש שגרתי שביצעה המשטרה ברכב. הנאשם מנהל אורח חיים נורמטיבי, אב ל-4 ילדים ומפרנס יחיד במשפחתו, נידון ל- 24 חודשי מאסר בפועל. ",1
ME-17-10-51523-521,90,"בע""פ 2892/13 ‏עודתאללה נ' מדינת ישראל (29.9.13), נדחה ערעורו של נאשם אשר הורשע, לאחר ניהול הוכחות, בעבירה של נשיאה והובלה של נשק שלא כדין והסתייעות ברכב לביצוע פשע. הנאשם נהג ברכב כשהוא מוביל את האקדח – ובו מחסנית ריקה מכדורים – מוסתר תחת השטיחון שמתחת לכיסא הנהג ברכב. הנאשם נעדר עבר פלילי ועד לביצוע העבירה הוא ניהל אורח חיים נורמטיבי. בית המשפט המחוזי קבע מתחם שבין 12 ל- 36 חודשי מאסר. נדון ל-21 חודשי מאסר בפועל.",1
ME-17-10-51523-521,105,"בע""פ 4329/10 פלוני נ' מדינת ישראל (25.10.10), נדחה ערעורו של נאשם אשר הורשע בנשיאת נשק והחזקתו. הנאשם צעיר, נעדר עבר פלילי, סטודנט, ששירות המבחן המליץ להסתפק בעניינו במאסר שאותו יוכל לשאת בדרך של עבודות שירות. נידון ל- 20 חודשי מאסר בפועל.",1
