text,gpt_response
"בצד האמור הודגש כי הנאשם יצא מביתו כשהוא מצויד באקדח, ומוכן לעשות בו שימוש, ואין בעובדה שההחלטה להמית התגבשה באופן ספונטני ובלהט הרגע כדי להמעיט מהחומרה וממידת המסוכנות, שעה שהרצח בוצע ללא סיבה מוצדקת וכשבפני הנאשם עמדו אפשרויות אחרות שאינן פוגעניות.",לא נכון
"כן צוין שאין בהסכמת המאשימה בגישור לכך שעונש המאסר שיושת בגין העבירה ההתנהגותית של נשיאת הנשק יהיה בחופף לעונש מאסר עולם שיוטל בגין עבירת הרצח, כדי להפחית מחומרת עבירת נשיאת הנשק.",לא נכון
"כן צוינה לחומרה העובדה שהירי בוצע לעבר רכב נוסע, בסביבת בתי מגורים ומסחר, הומת אדם ואך בנס לא נגרם נזק גדול יותר.",לא נכון
"עוד עמדה המאשימה על הנזק החמור שנגרם למשפחתו של המנוח כתוצאה מהפגיעה בו, כעולה מהתסקיר.",לא נכון
"באשר לסיבות שהביאו את הנאשם לבצע את העבירה, ביקשה המאשימה להדגיש שהמפורט  בסעיף 3 לכתב האישום כי הנאשם חש ""מושפל, מאוים וחשש מהמנוח"" על רקע העימות עם המנוח, מהווה חשש סובייקטיבי גרידא שלא תאם את המצב לאשורו.",לא נכון
"בפועל הנאשם לא היה בסכנת חיים, שכן המנוח נסע ברכב ואילו הנאשם הוא שחתר למגע בכך שרץ לעברו עם אקדח שלוף וירה בו מטווח קצר, חרף אפשרויות פעולה אחרות שאינן פוגעניות, שעמדו בפניו.",לא נכון
"ב""כ המאשימה הדגישה בטיעוניה כי אין מקום להקל בעונשו של מי שבחר להמית את המנוח בשל תחושת ההשפלה שחש, לאור הפגיעה בכבודו.",לא נכון
"ההיפך הוא הנכון – רגש של פגיעה בכבוד הוא רגש שיש לגנותו בהיותו מניע למעשי אלימות, ולמרבה הצער מקרי רצח רבים תחילתם בפגיעה בכבוד.",לא נכון
"הוטעם כי הנאשם חש מושפל ביתר קלות, אף במקומות שאינם מותאמים לסיטואציה, וזאת מתוך רגשי נחיתות או העדר בטחון עצמי.",לא נכון
"בהקשר זה הפנתה לדברי עו""ס עזאם מהם עולה כי הנאשם חש מושפל כתוצאה ממבטיהם של האסירים האחרים בשל נכותו.",לא נכון
"עוד צוין כי אין מקום להתחשב לקולא בפוסט טראומה ממנה סובל הנאשם שהינה תולדה של תאונת דרכים שהתרחשה 18 שנים לפני אירוע הרצח, במהלכן כשל מלטפל בעצמו או ללמוד טכניקות לשליטה בכעסים וחרף האמור אף אוחז בנשק.",לא נכון
"נטען בהקשר זה כי התזה לפיה הנאשם נהג בעת הרצח באימפולסיביות, מתוך לחץ, על רקע נתוניו האישיים ופוסט הטראומה ממנה סובל, אינה עולה בקנה אחד עם התנהלותו קרת הרוח באירוע, ולאופן ההתקפי והנחוש בו פעל הנאשם.",לא נכון
"אף אין מקום להקל עמו אף בשל נכותו הפיזית, שכן מגבלה זו לא עצרה בעדו לרוץ על הקביים לכיוון המנוח, כאילו אינו סובל מכל מגבלה גופנית.",לא נכון
"החריגה הבולטת מהנורמות החברתיות, והעובדה כי היו ברשותו של הנאשם אפשרויות פעולה חלופיות, אינן מאפשרות הקלה עמו בשל נסיבותיו האישיות.",לא נכון
עוד נטען כי אין מקום לקבל את הטענה כאילו יש מקום להקל בעונשו של הנאשם בשל היותו מאוים מאחרים.,לא נכון
"כעולה מעדויות מומחי ההגנה בעניין זה, הנאשם עצמו לא טען לקשר ישיר בין הסכסוך הקודם לבין המנוח.",לא נכון
"הודגש כי לנאשם עבר פלילי קודם בגין איומים, עבירות רכוש, תגרה וירי באזור מגורים.",לא נכון
"הודגש כתב האישום וגזר הדין העוסקים באירוע שהתרחש במאי 2009, במסגרתו ירה הנאשם כ-5-6 יריות באוויר בעקבות קטטה בין 2 קבוצות, ובהמשך אושפז עקב דקירה.",לא נכון
מהאמור עולה כי אין זו הפעם הראשונה בה מנסה הנאשם לפתור סכסוכים באמצעות נשק שבענייננו הוביל לתוצאה הקשה.,לא נכון
"כן הודגש הצורך למגר את נגע הפשיעה והאלימות הגואה בחברה הערבית, שהפך בהדרגה לאתגר אסטרטגי ומדיני.",לא נכון
"העברת מסר מרתיע וברור על ידי בית המשפט, לפיו למערכת אכיפת החוק יש ""אפס סובלנות"" כלפי האלימות, תסייע למיגור התופעה.",לא נכון
"ב""כ המאשימה ביקשה שלא ליתן משקל לחוות הדעת של מומחי ההגנה, או לחילופין להעניק להן משקל אפסי.",לא נכון
"הוטעם כי לא בכדי בחר ב""כ הנאשם שלא להפנותו לעריכת תסקיר שירות מבחן, ואין בחוות הדעת של המומחים להוות תחליף לכך.",לא נכון
"כן נטען כי המומחים כשלו בכך שבחרו שלא לצפות בסרטון האירוע ולנתח את האירוע גם לאורו, והסתפקו בדברי הנאשם שהובררו בחלקם כבלתי מדויקים.",לא נכון
"באשר לחרטה שהביע הנאשם בפני המומחים, נטען שאין לתת לה משקל בעת גזירת העונש אלא במסגרת בקשה לקציבת העונש בפני הנשיא או כשיקול לקיצור עונשו בועדת השחרורים.",לא נכון
"לאור האמור, עתרה המאשימה להשית על הנאשם עונש מאסר עולם בלתי קצוב, מאסר בגין עבירת הנשק שיושת בחופף למאסר העולם, מע""ת בגין עבירות אלימות ונשק ופיצוי למשפחת המנוח כפי שהופקד.",לא נכון
"ב""כ הנאשם, עו""ד משה מרוז, עתר לדחות את עמדת המאשימה להשתת מאסר עולם מבלי לקבוע מתחם עונש הולם בעבירות רצח, תוך שסמך ידיו על פסיקת בתי המשפט השונים.",לא נכון
"הודגש כי אי קביעת מתחם אינה עולה בקנה אחד עם לשון החוק המקנה לבית המשפט שיקול דעת בגזירת עונשו של הנאשם, בעבירה בה הורשע.",לא נכון
"כן הוטעם כי לא בכדי קיימת הבחנה בין עבירת הרצח ""הבסיסי"" בה הורשע הנאשם לעבירת הרצח בנסיבות מחמירות שהעונש הנקוב בצידה הוא מאסר עולם חובה.",לא נכון
"באשר לנסיבות הקשורות בביצוע העבירה, נטען כי מבלי להקל ראש מריבוי עבירות הרצח במגזר הערבי, לא ניתן להתעלם מ""תרומת"" המדינה והמשטרה למצב, שהתדרדר לאורך השנים בשל אוזלת היד והזנחת הנושא, ולבטח אין מקום לגלגל לפתחו של הנאשם את המחדל האמור.",לא נכון
"מעבר לכך, אין מקום להשוות בין מקרי רצח בין כנופיות, או כאלה שבוצעו לאחר תכנון, לבין הרצח בנסיבותיו של התיק דנן, שהינו יוצא דופן על רקע הפסיקה שניתנה עד היום.",לא נכון
"נטען כי הרקע לביצוע העבירה טמון בפוסט טראומה ממנה סובל הנאשם, מאז קטיעת רגלו עקב תאונת דרכים שעבר כהולך רגל בגיל 10.",לא נכון
"סבלו הרב נמשך לאורך השנים, הנאשם הפסיק את לימודיו, לא הצליח להשתלב בשוק העבודה, היה דחוי חברתית והמצב השפיע לרעה על מצבו הנפשי.",לא נכון
"ב""כ הנאשם הפנה לעדויותיהם של המומחים שהעידו מטעם ההגנה וציינו כי התסמונת הפוסט-טראומתית חלה לצמיתות.",לא נכון
"עוד נטען כי במהלך השנה האחרונה לפני האירוע ניסו להתנקש בחייו של הנאשם פעמיים (הוגשו כתבי האישום בעניין זה נ/4 ו-נ/5) והנאשם שהיה מודע לניסיונות הפגיעה בו, החל לשאת נשק, לשם הגנתו העצמית.",לא נכון
הודגש כי אין חולק שהמנוח נורה באופן ספונטני ובלא תכנון מוקדם ואין בעובדה שהיה בכיסו של הנאשם אקדח זמין מבעוד מועד כדי לערער קביעה זו.,לא נכון
"עוד צוין כי הנאשם לא חיפש את המנוח, אלא שהה ביחד עם אחיו בחנות באזור מגוריו וכעולה מסעיף 10 לכתב האישום הרכב בו שהה המנוח נסע תחילה בנתיב הנגדי של הכביש, בחלק הרחוק יותר של החנות בה שהה הנאשם, ולאחר מכן הסתובב לכיוון בו שהה הנאשם ואחיו.",לא נכון
"ב""כ הנאשם הפנה לסעיף 11 לכתב האישום ממנו עולה כי העימות עם המנוח שהתרחש זמן קצר לפני האירוע, היווה טריגר עבור הנאשם, שממילא חי בפחדים ובחרדה פן יפגעו בו, ובייחוד על רקע נכותו הגורמת לו להיות פגיע יותר.",לא נכון
הנאשם שחש מאוים ומושפל מהמנוח האמין כי נשקפת סכנה מוחשית לחייו ועל רקע האמור רץ לעבר הרכב עם אקדח שלוף.,לא נכון
"הסיבה שהנאשם לא ברח מהמקום אלא התקדם דווקא לעבר הרכב, קשורה להפרעת הדחק הפוסט טראומטית הצמיתה ממנה הוא סובל.",לא נכון
"בהקשר לאמור הפנה ב""כ הנאשם לעדויות המומחים שהעידו מטעם ההגנה לפיה הנאשם חי תחת תחושת איום תמידית בגינה רואה לעיתים צל הרים כהרים, וכאשר הוא חש מאוים הוא מרגיש צורך לעשות מעשה ולהגן על עצמו, בלא יכולת לשקול ולכלכל את צעדיו כדבעי.",לא נכון
"הגם שבפועל לא נשקפה באירוע סכנה לחייו, סבר כאמור ופעל בהתאם.",לא נכון
"בהסתמך על פסיקה אליה הפנה, טען ב""כ הנאשם כי יש בתחושותיו הסובייקטיביות בעת האירוע כדי להקהות מחומרת נסיבות האירוע ולהוביל לקביעת מתחם מקל יותר.",לא נכון
"באשר למדיניות הענישה הנוהגת, הפנה ב""כ הנאשם לשורה ארוכה של פסקי דין, תוך שאבחן לקולא את עניינו של הנאשם ועתר לקבוע מתחם עונש שנע בין 16 ל-24 שנים.",לא נכון
"באשר לנסיבות שאינן קשורות בביצוע העבירה, הודגש כי הנאשם מביע צער רב על מות המנוח ועל הסבל שנגרם לבני משפחתו, ומתחרט מעומק ליבו על התוצאה הטראגית.",לא נכון
נטען באשר לקושי המהותי ממנו סובל הנאשם בין כתלי הכלא נוכח מצבו הגופני ונכותו והיעדר מענה הולם.,לא נכון
"כן הפנה ב""כ הנאשם לסיכויי שיקומו הטובים כפי שעולה מעדותה של עו""ס עאזם.",לא נכון
בהתייחסו לתסקיר נפגע העבירה צוין כי הסבל הרב שעוברת משפחתו של המנוח הינו ברור וטמון בעצם האובדן.,לא נכון
"באשר לחפיפת עונש המאסר שיוטל בגין עבירת החזקת הנשק הודגש כי ההסכמה בין הצדדים היתה לחפיפה לכל עונש מאסר שיוטל, ולאו דווקא לעונש מאסר עולם.",לא נכון
"בית המשפט התבקש לגזור את עונשו של הנאשם, לאור מכלול הנסיבות לקולא, על פי מידת הרחמים בתחתית המתחם, ל-16 שנות מאסר.",לא נכון
"הנאשם הביע צער על מותו של המנוח, שהיה חברו הטוב, וגם משפחותיהם היו בקשרי קרבה הדוקים.",לא נכון
"לדבריו חושב באופן יומיומי על בתו של המנוח, שהיא עבורו כמו בת.",לא נכון
"לצד האמור הביע בפני בית המשפט את הקושי שחווה בבית הסוהר בשל מצבו הפיזי והיעדר מענה ראוי משב""ס.",לא נכון
"במסגרת הרפורמה נקבע מדרג חדש לעבירות ההמתה, ובוטלה עבירת הרצח בכוונה תחילה, אשר דינה היה מאסר עולם חובה.",לא נכון
"חלף זאת נקבעו שתי עבירות שונות: עבירת הרצח בנסיבות מחמירות לפי סעיף 301א לחוק, שבצידה נותר עונש מאסר עולם חובה ועבירת הרצח הבסיסית, רצח בכוונה או באדישות לפי סעיף 300(א) לחוק, שבגינה כעולה מסעיף 311א לחוק: ""רשאי בית המשפט להטיל מאסר עולם לתקופה בלתי קצובה או מאסר לתקופה שלא תעלה על שלושים שנים.",לא נכון
"בדברי ההסבר להצעת חוק העונשין (תיקון מס' 124) (עבירות המתה), תשע""ו-2015, ה""ח הממשלה 972, נקבע כי עבירת הרצח הבסיסית נועדה לחול על המקרים החמורים של המתת אדם, אך לא על המקרים החמורים ביותר.",לא נכון
למקרים החמורים ביותר של המתה נועדה העבירה של רצח בנסיבות מחמירות.,לא נכון
"עוד הובהר בדברי ההסבר כי ההצעה לקבוע בצד עבירת הרצח הבסיסית עונש מרבי של מאסר עולם או מאסר שלא יעלה על 30 שנים, באה לבטא את ""החשיבות המיוחדת של ערך חיי אדם, החומרה המיוחדת הנלווית לקיפוח חיי אדם וההוקעה החברתית הראויה למעשה ולעושה.",לא נכון
"קביעת העונש של מאסר עולם כעונש מרבי מאפשרת גמישות והטלת עונשים קלים יותר במקרים המתאימים..."" (הצעת החוק, בעמ' 169-170).",לא נכון
"בדו""ח הצוות לבחינת עבירות המתה בחוק מצוין כי עונש מאסר עולם כעונש מרבי בעבירת רצח הוא עונש ראוי מבחינת התיוג והמסר שהוא מגלם.",לא נכון
"הוא מבטא את החשיבות המיוחדת של ערך חיי אדם, והחומרה המיוחדת שבקיפוחם וההוקעה החברתית הראויה למעשה ולעושה.",לא נכון
"במקרים החמורים של עבירת הרצח הבסיסית ישנה הצדקה להטלת עונש חריג שאינו לתקופה קצובה, קרי- מאסר עולם.",לא נכון
"עם זאת, במקרים אחרים יש לאפשר לבית המשפט להטיל עונש מאסר קצוב, שלא יעלה על שלושים שנה, וזאת נוכח הוראות חוק שחרור על תנאי ממאסר, לפיהן ועדת שחרורים מיוחדת מוגבלת בהמלצתה לקצוב את עונשו של אסיר עולם לתקופה שלא תפחת משלושים שנה (דו""ח ועדת קרמניצר, בעמ' 16-17).",לא נכון
"לאור נוסחו של סעיף עבירת הרצח הבסיסית וברוח דברי ההסבר להצעת החוק, לא מצאנו לקבל את טענת ב""כ המאשימה כי אין מקום לקבוע כלל מתחם ענישה בעבירת הרצח הבסיסית שנעברה בכוונה שכן לטעמה של המאשימה עונש המוצא בעבירה זו הוא מאסר עולם.",לא נכון
"כאמור, לצידה של עבירה זו קבוע עונש מרבי של מאסר עולם, באופן שמאפשר לבית המשפט שיקול דעת בעת גזירת העונש.",לא נכון
"יודגש כי עמדת ב""כ המאשימה לא התקבלה על ידי כלל בתי המשפט המחוזיים.",לא נכון
"גם ב""כ המאשימה אינה חולקת על כך ואין בידה להציג פסקי דין התומכים בעמדתה.",לא נכון
"נוכח כניסת הרפורמה לתוקפה שלא מכבר, המדובר בפסקי דין שחלקם אינם חלוטים ובית המשפט העליון טרם אמר את דברו.",לא נכון
"המחוקק נתן ביטוי לחומרה ולענישה המתחייבת בגין עבירת הרצח הבסיסית, בקבעו בצידה עונש מקסימלי של מאסר עולם.",לא נכון
"גם בתי המשפט עמדו לא אחת על החומרה הטבועה בביצוע עבירת המתה בכלל ובאמצעות נשק בפרט, ועל הענישה המחמירה המתחייבת בגינה.",לא נכון
נסיבות ביצוע העבירה מלמדות על חומרתן.,לא נכון
"הנאשם הגיע בצהרי היום, למרחב ציבורי הומה אדם, במרכזה של עיר,  כשהוא נושא על גופו את האקדח שלא כדין.",לא נכון
"בהעדר עכבות ובלא מורא, ותוך סיכון העוברים ושבים, עשה שימוש באקדח וירה לעבר המנוח שהיה ישוב בתוך רכב, והמשיך לירות לעברו גם כשהרכב חלף על פניו והמשיך בנסיעתו, ובכך גרם למותו.",לא נכון
"במעשיו הנלוזים קיפד הנאשם את חייו של המנוח, רביע פריג', שהיה רק בן 29 במותו, נשוי ואב לילדה בת 5, והיווה דמות מרכזית ומלכדת של המשפחה המורחבת.",לא נכון
"מהתסקיר שנערך בעניינן של נפגעות העבירה, אלמנתו ואחותו, עולה תמונת נזק קשה לכל בני משפחתו של המנוח, במכלול תחומי החיים.",לא נכון
"האירוע הטראגי והפתאומי, ממשיך להוות גם כיום, בחלוף כ-3 שנים מאז האירוע, ציר מרכזי בדינמיקה המשפחתית ומגדיר אותה כמשפחה אבלה ושכולה, המתקשה להתאושש ולשוב למסלול החיים.",לא נכון
"כעולה מכתב האישום, הנאשם החזיק באקדח על רקע הסכסוך הקודם וההגנה ביקשה להיבנות מעובדה זו לקולא, בטענה כי הנאשם נשא את האקדח לצרכי הגנה עצמית.",לא נכון
אין אנו רואים את האמור עין בעין עם ההגנה.,לא נכון
"החומרה הגלומה בעבירת נשיאת הנשק כשלעצמה, נובעת בין היתר מהסיכון הממשי כי המחזיק בו יתפתה לעשות שימוש בנשק, גם אם מתוך תחושת לחץ, וסיכון זה אכן התממש בענייננו.",לא נכון
אין חולק כי לאירוע לא קדם תכנון מוקדם וכי הנאשם לא יזם את המפגש עם המנוח.,לא נכון
"ואולם היות הנאשם מצויד מבעוד מועד באקדח, איפשר לו להוציא לפועל את החלטתו הספונטנית להמית את המנוח.",לא נכון
גם העובדה כי האקדח לא נתפס מוסיפה נופך של חומרה.,לא נכון
"מכתב האישום עולה בנוסף כי ברקע לביצוע העבירה מצוי העימות עם המנוח שהתרחש כיממה קודם לכן, אשר גרם לנאשם לחוש מאוים ומושפל ולחשוש מפניו של המנוח.",לא נכון
"כן עולה כי המנוח עבר במקום כשהוא ישוב ברכב בו נהג חברו ושינה את מסלול נסיעתו באופן בלתי מתוכנן, והגיע למקום.",לא נכון
"ואולם, חלף לעזוב את המקום, חתר הנאשם למגע עם המנוח, התקדם לעבר הרכב עם אקדח שלוף, וירה לעבר הרכב בו נסע המנוח מספר יריות מטווח קצר, וגם כשהרכב המשיך בנסיעה, הוסיף הנאשם לירות לעבר צדו של הרכב.",לא נכון
"בהקשר זה טען ב""כ הנאשם בהסתמך על פסיקה שאליה הפנה כי יש בתחושותיו הסובייקטיביות של הנאשם בעת האירוע כדי להקהות מחומרת נסיבות האירוע ולהוביל לקביעת מתחם מקל יותר.",לא נכון
"הוא הדגיש כי כעולה מעדויות המומחים שהעידו מטעם ההגנה, הנאשם לא ברח מהמקום אלא התקדם דווקא לעבר הרכב, בשל הפרעת הדחק הפוסט טראומטית הצמיתה ממנה הוא סובל.",לא נכון
"הנאשם אשר חש מאוים נוכח העימות עם המנוח וניסיונות החיסול שעבר במסגרת הסכסוך הקודם, סבר כי נשקפת סכנה לחייו ופעל להגן על עצמו, בלא יכולת לשקול ולכלכל את צעדיו כדבעי וזאת הגם שבפועל לא נשקפה לו סכנה כאמור.",לא נכון
בענייננו ההגנה לא טענה לקרבה לסייג ההגנה העצמית (ר' עמ' 274 ש' 15-16 וכן בסעיף 5 לבקשתו מיום 14.11.21).,לא נכון
"גם לגופו של עניין, לא הוכח כי מדובר במקרה העולה כדי קרבה לסייג ההגנה העצמית.",לא נכון
"ד""ר סבר שימש כמומחה מטעם בית משפט באותו ההליך וחוות דעתו לא אומצה במלואה על ידי בית המשפט.",לא נכון
"מעבר לכך ד""ר סבר הגדיר את הפוסט טראומה ככזו שבאה לידי ביטוי בסיוטי לילה ושחזור של הטראומה של התאונה ובהלה מצפירות אמבולנס ובלימות פתע.",לא נכון
מאז לא פגש בנאשם וחוות דעתו אינה מתייחסת למצבו העדכני.,לא נכון
"ד""ר חסאן עאמר טיפל בנאשם כ-3 שנים אחרי התאונה ופגש בו בחלוף שנים ארוכות עובר למועד עריכת חוות דעתו, באוגוסט 2021.",לא נכון
העד למד על מצבו העדכני של הנאשם מדבריו ולא נמצאה אינדיקציה בחוות דעתו ובעדותו כי ביסס את קביעתו מעבר לדברי הנאשם גם על מבחני אישיות שערך לו.,לא נכון
"לפיכך לא מצאנו לקבוע כי יש בתחושותיו הסובייקטיביות של הנאשם בעת האירוע, על רקע הפוסט טראומה ממנה הוא סובל, כדי להפחית מחומרת מעשה העבירה או מאשמו לצורך קביעת המתחם.",לא נכון
"בבואנו לקבוע את מתחם העונש ההולם, התחשבנו בגזרי הדין שיפורטו להלן, וזאת בשינויים המחויבים ובכללם נסיבות המעשה, הסיבות שהובילו לביצוע העבירה, האמצעי ששימש לצורך ביצועה, קיומו של תכנון מוקדם, וטיב הקשר בין הנאשם לבין נפגע העבירה.",לא נכון
"תפ""ח (מחוזי חי') 46210-12-18 מדינת ישראל נ' בדארנה [פורסם בנבו] (25.10.21)- הנאשם הורשע, לאחר שמיעת ראיות, בביצוע עבירה של רצח בכוונה תחילה.",לא נכון
"בהמשך לכך, ובהתאם לעמדת המאשימה כי לא מתקיימים במקרה זה נסיבות מחמירות, הורשע בעבירת הרצח הבסיסית, כנוסחה לאחר הרפורמה.",לא נכון
"בין הנאשם לאשתו, אחותו של המנוח, התפתח עימות, לאחריו נסע הנאשם למקום עבודתו של המנוח לפגוש בו.",לא נכון
"במפגש ביניהם שנמשך זמן קצר, דחף הנאשם את המנוח, הפיל אותו ארצה ודקר אותו באמצעות סכין, שתי דקירות עמוקות בגב שגרמו למותו.",לא נכון
"נקבע כי ההחלטה להמית התגבשה אצל הנאשם באותן שניות קריטיות, בהן עמד מול המנוח וכי הנאשם לא הצטייד בסכין מבעוד מועד.",לא נכון
מתחם העונש ההולם במקרה זה נקבע כנע בין 22 לבין 30 שנות מאסר בפועל.,לא נכון
"בהתחשב בהעדר התכנון והפיצוי המשמעותי של משפחת המנוח, הושתו עליו 25 שנות מאסר בפועל.",לא נכון
"בתפ""ח (מחוזי ב""ש) 5228-11-17 מדינת ישראל נ' עמרו [פורסם בנבו] (18.11.20), הורשע נאשם על פי הודאתו בעבירת רצח לפי סעיף 300(א), חטיפה לשם חבלה והשמדת ראיות.",לא נכון
"המנוח דרש מהנאשם כסף ואיים עליו שאם לא ישלם לו, יטיל עליו ועל משפחתו כישוף.",לא נכון
הנאשם פנה למנוח שיבוא לאסוף אותו ברכבו בתואנה שישלם לו את שדרש.,לא נכון
"המנוח נכנס לרכב בו היו הנאשם ואחר והם נסעו לבית ששייך למשפחת הנאשם, שם נטל הנאשם טוריה ואת חפירה כדי לפגוע במנוח.",לא נכון
"הנאשם הציע למנוח לנסוע לראות שטח ששייך למשפחתו וכשהגיעו לשטח, וירדו מהרכב, הנאשם ריסס בפניו של המנוח גז פלפל ואז הנאשם והאחר היכו בראשו של המנוח באמצעות הטורייה והאת ובכך הביאו למותו.",לא נכון
"בהמשך חפרו בור, קברו את גופת המנוח, והשמידו את מכשירי הטלפון של המנוח ופרטים נוספים מהזירה.",לא נכון
הצדדים הגיעו להסדר טיעון ובית המשפט קיבל את ההסדר והשית על הנאשם עונש של 28 שנות מאסר בפועל לצד ענישה נלווית.,לא נכון
"תפ""ח (מחוזי ת""א) 13903-07-18 מדינת ישראל נ' מרמש [פורסם בנבו] (17.9.20)- הנאשמים הורשעו על פי הודאתם במסגרת הסדר טיעון בעבירת הרצח הבסיסית בכוונה.",לא נכון
הנאשמת שבזמן ביצוע העבירה הייתה מעט מעל גיל 18 ובן זוגה הנאשם שהיה כבן 21 שנים קשרו קשר לרצוח את אם הנאשמת נוכח התנגדותה לקשר ביניהם.,לא נכון
"לאחר תכנון מוקדם הנאשם רצח את אם הנאשמת, בהסכמתה ועל דעתה של הנאשמת, בשבע דקירות סכין.",לא נכון
"בית-המשפט קבע מתחם עונש הולם הנע בין 24 ל-29 שנות מאסר, וגזר את העונש המוסכם על פי ההסדר, של 25 שנות מאסר בפועל לצד ענישה נלווית.",לא נכון
"תפ""ח (מחוזי מר') 13100-10-19 מדינת ישראל נ' קחמאן [פורסם בנבו] (19/05/21)- הנאשם הורשע על פי הודאתו בעבירת הרצח הבסיסית.",לא נכון
"ברקע לביצוע הרצח, עימות בין חברו של הנאשם וחברו של המנוח שהוביל לקטטה בין החבורות.",לא נכון
"הנאשם יצר קשר עם שניים מאחיו, והם סיכמו להיפגש ולהידבר עם המנוח ואחיו עוד באותו הלילה.",לא נכון
"בעת המפגש הנאשם היה חמוש באקדח טעון בכדורי 9 מ""מ אותו הטמין במכנסיו מאחורי גבו, ואחיו היה חמוש באלת ברזל מתקפלת.",לא נכון
כשהגיע המנוח למקום ברכב רצו לעברו הנאשם ואחיו.,לא נכון
אחד האחים ניפץ את השמשה עם האלה והנאשם החל לירות במנוח והמשיך בירי גם כשהמנוח ניסה לנסוע מהמקום וירה 6 יריות.,לא נכון
"אחד מהקליעים פגע בראשו של המנוח, וגרם למותו.",לא נכון
בנסגרת הסדר הטיעון שגובש בין הצדדים הוסכם לעתור במשותף לעונש של 25 שנות מאסר.,לא נכון
"בית המשפט החליט לכבד את הסדר הטיעון תוך שציין לזכותו של הנאשם את היותו אדם צעיר, אשר הודה, נטל אחריות למעשיו והביע חרטה.",לא נכון
"הודייתו של הנאשם ייתרה את שמיעת הראיות בתיק מורכב יחסית, ומכאן שנחסך זמן שיפוטי יקר.",לא נכון
לאור האמור מצאנו לקבוע את מתחם העונש ההולם כנע בין 25 שנות מאסר לבין מאסר עולם.,לא נכון
הנאשם יליד שנת 1988.,לא נכון
"לחובתו עבר פלילי הכולל 3 הרשעות בעבירות רכוש, הפרת הוראה חוקית ואלימות מילולית ופיזית.",לא נכון
"מעיון בכתבי האישום שהוגשו ע""י המאשימה עולה כי דרך האלימות אינה זרה לנאשם ואין המדובר בפעם הראשונה בה הוא עושה שימוש בנשק חם.",לא נכון
"במקרה הקודם, אשר אירע בשנת 2009, נידון הנאשם ל-45 ימי מאסר בגין כך שירה 5-6 יריות באוויר, במסגרת קטטה בה נטל חלק.",לא נכון
כן הורשע בביצוע עבירות איומים בפגיעה שלא כדין בבת זוגו ובבנם המשותף.,לא נכון
"לקולא שקלנו את הודייתו של הנאשם בכתב אישום מתוקן, תוך לקיחת אחריות על המעשים והבעת חרטה על ביצועם, כעולה מחוות דעתה של עו""ס מראם עאזם-נאשף ומדברי הנאשם לפנינו.",לא נכון
"בהקשר זה יש להפנות גם לפיצוי הכספי המוסכם לאשת המנוח, בסך 150,000 ₪ , אשר הופקד על ידו עוד בטרם שמיעת הטיעונים לעונש.",לא נכון
"עוד מצאנו ליתן משקל לקולא, בגדרי המתחם, לנסיבות חייו הקשות של הנאשם אשר איבד את רגלו בתאונת דרכים בגיל 10, וסובל מנכות פיסית ונפשית לצמיתות.",לא נכון
נוכח האמור אף יקשה על הנאשם לספק את צרכיו היומיומיים בין כתלי הכלא ועונש המאסר אשר יוטל עליו יהא קשה עבורו יותר מאשר עבור אסירים אחרים.,לא נכון
עוד נתנו דעתנו לכך שהנאשם היה נתון בעבר לניסיונות פגיעה בו.,לא נכון
"אשר על כן, אנו גוזרים על הנאשם את העונשים הבאים:",לא נכון
"מאסר בפועל למשך 27 שנים, בניכוי ימי מעצרו 22/5/2018.",לא נכון
"12 חודשי מאסר על תנאי לבל יעבור הנאשם במשך 3 שנים מיום שחרורו מן המאסר כל עבירת אלימות מסוג פשע, או עבירת נשק מסוג פשע.",לא נכון
"פיצוי לאשת המנוח בסך 150,000 ₪, אשר יועבר מסך הפיקדון שהופקד על ידי הנאשם לשם כך.",לא נכון
המאשימה תמסור את פרטי חשבון הבנק אליו יש להעביר את הפיצוי.,לא נכון
"ניתן והודע היום כ""ט טבת תשפ""ב, 02/01/2022 במעמד הנוכחים.",לא נכון
"רות  לורך, שופטת - נשיאה",לא נכון
5467831354678313הוקלד על ידי ליאת קחלון,לא נכון
"ע""י ב""כ עו""ד ווליד אלבז – פמ""ד",לא נכון
"ע""י ב""כ עו""ד אורי בן חנן",לא נכון
"ע""י ב""כ עו""ד נאסר מוסטפא",לא נכון
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  6, 7.א., 7.ג",לא נכון
"חוק העונשין, תשל""ז-1977: סע'  40ט(א)(3), 262, 499(א)",לא נכון
"פקודת הראיות [נוסח חדש], תשל""א-1971",לא נכון
"נאשם 1 הורשע, לאחר שמיעת ראיות, בעבירות של גידול סם, לפי סעיף 6 לפקודת הסמים המסוכנים (נוסח חדש), החזקת סם מסוכן שלא לצריכה עצמית לפי סעיף 7(א)+(ג) רישא לפקודת הסמים המסוכנים (נוסח חדש), והחזקת סם מסוכן לצריכה עצמית, עבירה לפי סעיף 7(א)+(ג) סיפא לפקודת הסמים המסוכנים (נוסח חדש).",לא נכון
"נאשם 2 זוכה, מחמת הספק, מהעבירות אשר יוחסו לו בכתב האישום, והורשע בעבירה של אי מניעת פשע לפי סעיף 262 לחוק העונשין.",לא נכון
