gpt_response,text
לא נכון,"נוכח כל אלה, לא ייפלא כי מדיניות הענישה כוללת הטלת עונשי מאסר לריצוי בפועל, גם כאשר מדובר בנאשמים נעדרי עבר פלילי, בעלי משפחות ואבות לילדים קטינים, אשר מקיימים אורח חיים תקין ואף כאלה שנרתמו להליך טיפולי, כאשר הפסיקה מדגישה את העדפת האינטרס הציבורי שבהגנה על שלום הציבור ובטחונו על פני האינטרס האישי של אותם נאשמים."
לא נכון,להלן דוגמאות מן הפסיקה:
לא נכון,"נוכח הנסיבות הקשורות בביצוע העבירה, מידת הפגיעה בערכים החברתיים המוגנים ומדיניות הפסיקה הנוהגת, אני קובע כי מתחם העונש ההולם נע בין 12 ל-32 חודשי מאסר."
לא נכון,"בחינת הנסיבות שאינן קשורות בביצוע העבירה מלמדת שמדובר בנאשם כבן 30, נעדר עבר פלילי, נשוי ואב לשני ילדים קטינים, אשר לו זו ההסתבכות הראשונה עם החוק."
לא נכון,הנאשם הודה בביצוע העבירה ובדברו האחרון נטל אחריות לפני בית המשפט.
לא נכון,"יחד עם זאת, כעולה מתסקירי שרות המבחן הנאשם התקשה ליטול אחריות על מעשיו לפני שרות המבחן ולא שיתף במניעיו להחזקת הנשק."
לא נכון,"כפועל יוצא מכך, הנאשם אף לא נרתם להליך טיפולי, אשר בניגוד לטיעוני ב""כ הנאשם אני סבור שהירתמות להליך טיפולי – אף כאשר מדובר בנאשמים נעדרי עבר פלילי שהודו בביצוע העבירה – חשוב מאין כמוהו שכן בהליך שכזה נחשפים, בין היתר, המניעים האמיתיים להחזקת הנשק; ניתן מענה לאותו פן באישיות שהביא את הנאשם להחזיק בנשק; ניתן לעמוד על הפער בין הפסאדה החיובית והנורמטיבית הניבטת מהנאשם כלפי חוץ לבין חוסר הנורמטיביות האינהרנטית הנלווית לביצוע עבירה של החזקת נשק שלא כדין; ניתן ללמד את הנאשם על הסכנות הכרוכות בהחזקת נשק שלא כדין ועל הפגיעה הרעה שעלול הנשק לגרום לציבור; וחשוב לא פחות – הליך טיפולי מוצלח שיגרום לנאשם לשנות דפוסי חשיבתו, להפנים החומרה שבמעשיו וללמוד כיצד להימנע ממצבי סיכון – בהכרח יביא להפחתה מהסיכון הנשקף ממנו."
לא נכון,"כאמור, הנאשם נמנע מלשתף את שרות המבחן במניעיו להחזקת הנשק ולא השכיל להירתם להליך טיפולי."
לא נכון,"יחד עם זאת, הנאשם מתפקד באופן תקין, מפרנס את משפחתו הכוללת שני ילדים קטינים, הודה לפני בית המשפט, נטל אחריות וחסך זמן שיפוטי יקר."
לא נכון,הנאשם היה נתון בתנאים מגבילים לתקופה בלתי מבוטלת ואף נתון זה ראוי להתחשבות.
לא נכון,"כמו כן, מאז ביצוע העבירה חלפו כשלוש שנים, במהלכן לא שב הנאשם והסתבך בביצוע עבירות פליליות."
לא נכון,נוכח כל אלה ראיתי למקם עונשו של הנאשם בתחתית המתחם אותו קבעתי.
לא נכון,"לאור האמור לעיל, אני גוזר על הנאשם את העונשים הבאים:"
לא נכון,"12 חודשי מאסר בפועל, בניכוי ימי מעצרו (20.12.16 עד 22.12.16)."
לא נכון,"הנאשם יתייצב לריצוי מאסרו בבית סוהר ""הדרים"", כשבידו תעודת זהות, ביום 19.3.20 עד השעה 10:00."
לא נכון,עד לתחילת ריצוי המאסר ימשיכו לחול התנאים המגבילים והערבויות הכספיות.
לא נכון,"6 חודשי מאסר על תנאי למשך 3 שנים מיום שחרורו, והתנאי הוא שלא יעבור כל עבירה בנשק."
לא נכון,ניתן בזאת צו להשמדת הנשק.
לא נכון,זכות ערעור לבית המשפט המחוזי מרכז בתוך 45 יום.
לא נכון,"ניתן היום,  ט' שבט תש""פ, 404 פברואר 2020, בנוכחות ב""כ המאשימה, הנאשם ובא-כוחו."
לא נכון,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן"
לא נכון,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה
לא נכון,"ע""י עו""ד אור גבאי"
לא נכון,"ע""י עו""ד שלמה גיגי, עו""ד בדריה עותמאן"
לא נכון,"חוק העונשין, תשל""ז-1977: סע'  29, 40ט', 144, 144(א), 144(ב2)"
לא נכון,"הנאשם הורשע על יסוד הודאתו בעבירות של ניסיון לסחר בנשק, לפי סעיף 144(ב2) בצירוף סעיף 29 לחוק העונשין; אחזקת נשק לפי סעיף 144(א) לחוק העונשין."
לא נכון,"ואלה המעשים: הנאשם הינו חבר של מחמד אבו-הייכל המשרת כחייל בגדוד הובלה בצה""ל ומשמש נהג משאית."
לא נכון,"בתאריך 15.10.18 נכנס אבו הייכל לאוהל בבסיס בדרום הארץ, נטל נשק צה""לי מסוג M4 מתחת למזרון אחד החיילים, הכניס הנשק למשאית ונסע מהבסיס, ובדרכו התקשר לנאשם, סיפר לו על הנשק והציע לנאשם למכור את הנשק ואף שלח לנאשם תמונה של הנשק."
לא נכון,אבו הייכל והנאשם נפגשו בשעה 18:30 סמוך למחלף בן-שמן.
לא נכון,"אבו הייכל הכניס הנשק, בהתאם להוראת הנאשם, לתא המטען של הרכב עמו הגיע הנאשם למפגש."
לא נכון,הנאשם נהג ברכב עם הנשק לכפר עין נקובא.
לא נכון,זמן קצר אחר כך יצר הנאשם קשר עם מחמוד עבדאללה והציע לו לקנות הנשק תמורת עשרות אלפי שקלים.
לא נכון,מחמוד עבדאללה סירב לשלם מלוא הסכום והציע לקנות הנשק בסכום קטן יותר.
לא נכון,בהמשך הגיע הנאשם לביתו של מחמוד בעין נקובא והראה לו את הנשק.
לא נכון,"הנאשם, יליד 31.10.1996, מתגורר בבית הוריו בכפר עין נקובא, בוגר 12 שנות לימוד, בעל תעודת בגרות, עבד כראש צוות ניקיון במע""צ, בן למשפחה נורמטיבית, עברו נקי, מגלה יציבות במסגרות לימוד ועבודה."
לא נכון,שירות המבחן ציין כי הנאשם לקח אחריות אף כי נוטה לצמצם חלקו באירוע.
לא נכון,בחודשים האחרונים שולב בקבוצה טיפולית התורמת ליכולת התבוננות פנימית וביקורתיות.
לא נכון,גורמי הסיכון הם גישה מרצה של הנאשם ואישיות צעירה ולא מגובשת.
לא נכון,"גורמי הסיכוי מצד שני, הם משפחה תומכת, כיבוד מסגרות, הרתמות לטיפול משקם."
לא נכון,"שירות המבחן ממליץ על המשך טיפול משקם, מאסר בעבודות שירות כדי למנוע כליאה נוספת העלולה להוות גורם מדרדר."
לא נכון,הנאשם היה עצור מאחורי סורג ובריח מיום 16.10.18 עד 14.2.19 ומאז נתון במעצר בית מלא עם איזוק אלקטרוני.
לא נכון,"ב""כ המאשימה טען כי הערכים המוגנים בעבירות הנשק הן שמירה על החיים והביטחון החברתי, הדגיש כי הנשק לא נמצא עד היום, העבירות בוצעו עבור בצע כסף."
לא נכון,"מדיניות הענישה מבוססת על תקדימי בית המשפט העליון, לפיכך יש להחמיר בעבירות נשק (עפ""י 8045/17)."
לא נכון,"הציבור זועק נגד מעשי פשע הנעשים בנשק ועל כן ביקש להעמיד מתחם ענישה 84-42 חודשי מאסר, ונוכח הנסיבות המקלות והתסקיר החיובי, טען כי יש למקם הנאשם בתחתית המתחם, בתוספת מאסר על תנאי וקנס."
נכון,"ב""כ הנאשם טענו כי מדובר בילד צעיר, בן 22, ללא עבר פלילי שנקלע לאירוע, לא הבין חומרת מעשיו, לא יזם ולא תכנן, לקח אחריות, הביע חרטה, בסך הכל רצה לעזור לחבר."
לא נכון,"עקב המקרה פוטר מעבודתו, אמו הפסיקה לעבוד כדי לשמור עליו במעצר הבית, השתלב בהליך שיקומי מועיל ובעיקר העבירה ברף הנמוך של עבירות הנשק."
לא נכון,"המעצר בו שהה בכלא וכן מעצר הבית מהווים גורם מרתיע ומעידה חד פעמית אינה מצדיקה מאסר בפועל, אלא מתן הזדמנות."
לא נכון,הסנגורים הפנו לפסיקה מקלה שהסתפקה בדרך כלל במאסר בעבודות שירות ובמקרה שלפנינו יש הצדקה לסטות ממתחם הענישה בשל שיקולי שיקום מובהקים.
נכון,"הנאשם הביע צער וחרטה, הודה בטעות וביקש הזדמנות לחזור לעצמו."
לא נכון,"לציין: עניינו של מחמד אבו הייכל, חייל צה""ל שהוציא הנשק מהבסיס הצבאי והעבירו לנאשם שלפנינו, נדון בבי""ד צבאי מטכ""ל מחוזי (תיק 646/18), שם אושר הסדר טיעון סגור של 60 חודשי מאסר בפועל, מאסרים על תנאי וקנס 5000 ₪."
לא נכון,פ. 59812-02-16 (מחוזי מרכז) הורשעה הנאשמת בעבירת סחר בנשק; מסירת ידיעה כוזבת; שיבוש מהלכי משפט.
לא נכון,נקבע מתחם 36-18 חודשים לעבירת הנשק.
לא נכון,"ביהמ""ש החליט לסטות מהמתחם עקב נסיבות שיקום מיוחדות וגזר שישה חודשי מאסר לריצוי בעבודות שירות, מאסרים על תנאי, קנס 25,000 ₪ וצו מבחן."
לא נכון,42976-08-17 (מחוזי י-ם) הורשעו הנאשמים בסחר בכדורי אקדח וחלקי חילוף של נשק.
לא נכון,"נקבעו מתחמי ענישה בין עבודות שירות ומאסר עד 12, 18 חודשי מאסר ונגזרו מאסרים קצרים לריצוי בעבודות שירות למעט נאשם 2 שנדון ל-4 חודשי מאסר בפועל."
לא נכון,"פ. 38015-01-12 (מחוזי חיפה) הורשע הנאשם ברכישת ואחזקת נשק, נקבע מתחם בין מאסר בעבודות שירות לבין 20 חודשי מאסר, ונגזר מאסר בעבודות שירות, מאסר על תנאי, קנס 2000 ₪ וצו מבחן."
לא נכון,פ. 35683-04-18 (מחוזי י-ם) הורשעו 4 נאשמים בעבירות סחר בנשק.
לא נכון,נקבעו מתחמי ענישה בטווח 48-20 חודשי מאסר.
לא נכון,נאשם 1 לו עבר פלילי נדון למאסר 34 חודשים; נאשם 2 ללא עבר נדון ל-20 חודשי מאסר בפועל; נאשם 3 לתשעה וחצי חודשי מאסר והנאשם האחרון ל-12 חודשי מאסר בפועל.
לא נכון,כל הנאשמים נדונו למאסרים על תנאי ולקנסות.
לא נכון,"באשר לנסיבות הקשורות בביצוע העבירות (סעיף 40ט' לחוק העונשין): הנאשם נענה לפנייתו של אבו הייכל, קיבל צילום של כלי הנשק, נסע ברכב כדי להיפגש עמו ואז הוביל את הנשק ברכבו."
לא נכון,הנאשם הוא זה שניהל משא ומתן עם מחמוד ודרש סכום נכבד של עשרות אלפי שקלים.
לא נכון,העסקה הזו לא יצאה אל הפועל אבל נזק נגרם שהרי הנשק לא נמצא עד היום ומהווה ככזה סכנה לציבור.
לא נכון,"הנאשם הסביר כי המניע היה רצון לעזור לחבר וכן תסכול (מאי גיוסו), אולם מעובדות כתב האישום עולה כי המניע היה כלכלי, בצע כסף."
לא נכון,"על בסיס עיקרון ההלימה ובהתחשב בערכים החברתיים שנפגעו, מידת הפגיעה ומדיניות הענישה הנהוגה והנסיבות הקשורות בביצוע העבירות, אני מעמיד את מתחם העונש ההולם נע בין 36-15 חודשי מאסר."
נכון,"העונש המתאים ייגזר בהתחשב בנסיבות שאינן קשורות בביצוע העבירות: הנאשם התחרט, נטל אחריו, הודה, חסך זמן."
לא נכון,"באשר לנסיבות אישיות: הנאשם בחור צעיר בן 22 ללא עבר פלילי, תפקד היטב עד האירוע הנראה כמעשה חד פעמי, משפחה תומכת והמלצה ברורה של שירות המבחן להליך שיקומי ולא כליאתי."
לא נכון,"השיקולים לקולא הם מהותיים, אך אין בהם די כדי להימנע ממאסר בפועל, אך הם מאפשרים סטיית מה ממתחם הענישה."
לא נכון,ונזכור כי עבירות הנשק הפכו למכת מדינה ממש ומדיניות הענישה הברורה הינה החמרה.
לא נכון,אוסיף גם את כלל אחידות הענישה.
לא נכון,"מחולל האירוע אבו הייכל נדון ל-60 חודשי מאסר, בבצעו עבירת נשק תוך שירות צבאי."
לא נכון,מחמוד נדון לחמישה וחצי חודשי מאסר.
לא נכון,בקביעת רף הענישה אביא גם בחשבון תקופה ארוכה של מעצר בית ופיטורין מעבודה.
לא נכון,לאור מכלול שיקולים אלה אני גוזר על הנאשם העונשים הבאים:
לא נכון,מאסר בפועל לתקופה של 12 חודשים בניכוי ימי המעצר 14.2.19-16.10.18.
לא נכון,מאסר של 12 חודשים אם בתוך שלוש שנים יבצע עבירה בנשק בניגוד לסעיף 144 לחוק העונשין.
לא נכון,קנס בסך 5000 ₪ שישולם לא יאוחר מיום 31.12.2019.
לא נכון,זכות ערעור לבית המשפט העליון בתוך 45 יום.
לא נכון,"5129371ניתן היום, ג' בכסלו התש""פ, 1 בדצמבר 2019, במעמד הצדדים."
לא נכון,בית המשפט המחוזי בירושלים 54678313
לא נכון,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה
לא נכון,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן"
לא נכון,"ב""כ המאשימה: עו""ד יניב בן הרוש"
לא נכון,"ב""כ הנאשם: עו""ד נביל זינאתי"
לא נכון,"חוק העונשין, תשל""ז-1977: סע'  40 ט', 144(ב), 40 יא', 40 יג'"
לא נכון,הנאשם הורשע בהתאם להודאתו בעובדות כתב האישום המתוקן בעבירות כדלקמן:
לא נכון,"נשיאת נשק, עבירה לפי סעיף 144(ב) רישא בחוק העונשין, תשל""ז-1977 (להלן: ""החוק"")."
לא נכון,"נשיאת חלק מנשק, אביזר או תחמושת, עבירה לפני סעיף 144(ב) סיפא בחוק."
לא נכון,"על-פי המתואר בעובדות כתב האישום המתוקן, ביום 3.3.18 נסע הנאשם בשעות אחר הצהריים ברכבו משטחי הרשות הפלסטינית לשטח מדינת ישראל דרך כביש 443, כשהוא מחזיק בתא המטען של רכבו שקית המכילה את כלי הנשק והאביזרים הבאים:"
לא נכון,"רובה סער מסוג ""קלצ'ניקוב"" ומחסנית תואמת המכילה 6 כדורים בקוטר 7.62 מ""מ, קת, פינים וקפיץ המתאימים לרובה מסוג קלצ'ניקוב."
לא נכון,"אקדח חצי אוטומטי מסוג ""בול"", תוצרת ישראל, קליבר 9 מ""מ ומחסנית תואמת."
לא נכון,"עם הגעתו של הנאשם ברכבו למחסום, עוכב על ידי חיילים ושוטרים במקום, ושם נתפס הנשק ברשותו."
לא נכון,"הצדדים הגיעו להסדר דיוני, לפיו הנאשם הודה והורשע בכתב האישום המתוקן."
לא נכון,בין הצדדים לא הייתה הסכמה לעניין העונש.
לא נכון,"אביו של הנאשם, מר אנואר חסונה, העיד כי יש לו 5 בנים נוספים, כולם אקדמאים, עובדים במשרד החינוך."
לא נכון,"בהתייחס לבנו הנאשם טען כי הבן עשה טעות, ביקש שבית המשפט יתחשב בכך שיש לנאשם 3 ילדים קטנים."
לא נכון,האב מסר כי הוא כועס על הנאשם ואיננו מצדד במעשיו.
לא נכון,האב מודה למדינה שהצליחה לתפוס את הנשקים וטען כי הוא וכל בני משפחתו המורחבת הם אזרחים נאמנים שומרי חוק.
לא נכון,"האב ביקש שלא יהרסו חייו של הנאשם, הבטיח לסייע לו להתמודד בחיים ולגדל את ילדיו."
לא נכון,"לטענת ב""כ המאשימה, עו""ד יניב בן הרוש, הערך החברתי המוגן בעבירות הנשק הוא שלום הציבור ובטחונו."
לא נכון,"החשש של המחוקק, כפי שהדברים באים לידי ביטוי גם בפסיקת בית המשפט העליון, הוא הפוטנציאל להסלמה עבריינית ובפרט כאשר עסקינן בנשק לא חוקי, לא מתועד, שעלול לעבור מיד ליד."
לא נכון,כלי נשק אלה מוצאים את דרכם לידיים עויינות ולעיתים אף נעשה בהם שימוש למטרות פליליות.
לא נכון,על כן קבע בית המשפט העליון שעבירות מסוג זה מחייבות תקופת מאסר ממשית לריצוי בפועל.
לא נכון,"כחלק מהניסיון להביא להחמרה, שהתקבלה על ידי בית המשפט העליון, הוצאה הנחיית פרקליט המדינה, שם נקבעו מתחמי ענישה בנשיאת נשק שהוא רובה או תת מקלע של שנתיים וחצי עד חמש שנים, בנשיאת נשק שהוא אקדח מתחם של שנה עד שלוש שנים, ומתחם לנשיאת תחמושת נע בין 6 חודשי מאסר בעבודות שירות ועד ל-6 חודשי מאסר בפועל."
לא נכון,"בענייננו מדובר באירוע אחד המכיל את שלושת הסוגים השונים של נשיאה – רובה, אקדח ותחמושת שהיא מחסנית של כדורים עם רובה הסער."
לא נכון,"הכנסת הנשקים דרך המחסום אל שטח ישראל מהווה נסיבה לחומרה, כיוון שמדובר בהכנסת כלי נשק אל תוך המעגל העברייני, דבר שאותו המחוקק ביקש למנוע - נשק לא מסומן שנכנס לישראל באופן לא חוקי."
לא נכון,"בנסיבות האמורות, המתחם הראוי נע בין 3 שנות מאסר ל- 6 שנות מאסר."
לא נכון,אמנם קיימת פסיקה מקלה יותר ממתחם זה ואולם יש להתייחס לכך שהמגמה בפסיקה היא של החמרה מתונה בענישה.
לא נכון,"בכל הקשור לענישה בתוך המתחם, יש לתת את הדעת לכך שמדובר בנאשם נעדר הרשעות קודמות, כבן 27, הודה וחסך זמן שיפוטי ובנסיבות האמורות עותרת המאשימה לעונש המצוי בתחתית המתחם, לצד קנס כספי ומאסר על תנאי מרתיע."
לא נכון,"לטענת ב""כ הנאשם, עו""ד נביל זינאתי, יש להסתפק בתקופת המעצר שריצה הנאשם במשך למעלה מ- 8 חודשים ולכל היותר ניתן להוסיף עונש מאסר שירוצה בעבודות שירות."
לא נכון,המתחם במקרה זה נע בין עבודות שירות ועד ל- 24 חודשי מאסר בפועל.
לא נכון,"הערך החברתי שנפגע, מעבר לערך של ביטחון הציבור כפי שטענה המאשימה, הוא דווקא סמכותה של המדינה לשלוט בכמות כלי הנשק שנמצאים ברחובותיה, על ידי אנשים שאינם מורשים לכך."
לא נכון,"על בית המשפט לתת משקל בכורה לערך החברתי של שליטת המדינה על הנשקים ברחובות, כשבמקרה זה הפגיעה בערך החברתי בנסיבות העניין, היא ברמה נמוכה."
נכון,"הנאשם הביע צער על מעשיו, ביקש הזדמנות להשתחרר בזמן הקרוב כדי לשוב לחיים נורמטיביים."
לא נכון,"הוא טען כי משמש כתומך באגף בבית המעצר ניצן, משתתף בכל קבוצה שנפתחת ומטפל בעצמו."
לא נכון,דיון - קביעת מתחם העונש ההולם
לא נכון,"כתב האישום מתאר אירוע אחד, ומכאן שיש לקבוע בגינו מתחם עונש הולם אחד."
לא נכון,"במקרה דנן, הערכים החברתיים אשר נפגעו הם הגנה על שלומו ובטחונו של הציבור."
לא נכון,"נשיאתו של נשק חם יוצרת סיכון שהנשק יגיע בסופו של דבר לגורמים אשר יעשו בו שימוש למטרות פסולות, לרבות פגיעה בגוף ובנפש."
לא נכון,בחינת מידת הפגיעה בערך המוגן מובילה למסקנה כי הפגיעה בערך המוגן היא ברף משמעותי.
לא נכון,"בהקשר זה נתתי דעתי לכך שהנאשם ביצע עבירה של נשיאת נשק, אשר העונש המרבי הקבוע בצידה הוא של 10 שנות מאסר, שהיא חמורה יותר מעבירה של החזקת נשק אשר העונש הקבוע בצידה הוא של 7 שנות מאסר, וקלה יותר מעבירה של סחר בנשק שדינה 15 שנות מאסר."
לא נכון,"עוד יש לתת את הדעת לכך שעסקינן בנשיאה של שני כלי נשק, האחד רובה סער מסוג קלצ'ניקוב והשני אקדח חצי אוטומטי."
לא נכון,"סבורני כי עבירה בנשק מסוג רובה סער, היא חמורה יותר מאשר עבירה בנשק מסוג אקדח, בשל פוטנציאל הנזק הרב יותר של תת מקלע."
לא נכון,נשיאת שני כלי נשק מסוגים שונים מעצימה את חומרת הפגיעה.
לא נכון,"הנחיית פרקליט המדינה מס' 9.16 ""מדיניות ענישה בעבירות נשק ומטעני חבלה"" מיום 7.8.16, מתווה את מדיניות הפרקליטות לעתור בעבירות של נשיאת או החזקת נשק ל""מתחם מוצא"" בהתאם לסוג הנשק."
לא נכון,"בהקשר זה, אף בהתעלם ממתחם המוצא שבהנחיית פרקליט המדינה, סבורני כי יש טעם והגיון במדרג אשר נקבע בהנחיה, אשר לפיו המתחם בכל הנוגע לנשק מסוג תת מקלע, צריך להיות גבוה מהמתחם בכל בנוגע לאקדח ונמוך מהמתחם בכל הנוגע למטען חבלה."
לא נכון,בחינת מדיניות הענישה הנוהגת מעלה כי במקרים דומים הוטלו על נאשמים עונשי מאסר בפועל במנעד רחב כמפורט להלן:
לא נכון,"בהתאם לתיקון 113 לחוק העונשין (סעיף 40 יג'), סבורני כי מתחם העונש ההולם הוא החל מ-21 חודשי מאסר בפועל ועד ל- 48 חודשי מאסר בפועל."
לא נכון,"במקרה דנן, לא קיימים שיקולים אשר מצדיקים חריגה מהמתחם, לחומרה או לקולה."
לא נכון,גזירת העונש המתאים לנאשם
לא נכון,"בגזירת העונש המתאים לנאשם, בגדרי מתחם העונש ההולם, יש להתחשב בנסיבות שאינן קשורות בביצוע העבירה (סעיף 40 יא')."
לא נכון,"במסגרת זו מן הראוי לתת את הדעת לכך שמדובר בנאשם כבן 27, אב ל-3 ילדים, ללא עבר פלילי."
לא נכון,"יש להניח כי עונש מאסר ממושך לאדם שזו לו הרשעתו הראשונה, יפגע בו ובמשפחתו."
נכון,"הנאשם הודה במיוחס לו, נטל אחריות והביע חרטה על מעשיו."
לא נכון,מדברי הנאשם ובא כוחו עולה כי הנאשם מתפקד היטב בבית המעצר ואף מסייע לאסירים אחרים ומשתתף בקבוצות טיפוליות בבית המעצר.
לא נכון,"באיזון בין השיקולים השונים, סבורני כי יש לגזור על הנאשם עונש בחלקו הנמוך של המתחם לצד קנס כספי."
לא נכון,22 חודשי מאסר בפועל אשר מניינם מיום מעצרו – 3.6.18.
לא נכון,"12 חודשי מאסר על תנאי, לבל יעבור הנאשם במשך 3 שנים מיום שחרורו ממאסר,  כל עבירת נשק מסוג פשע."
לא נכון,"6 חודשי מאסר על תנאי, לבל יעבור הנאשם במשך שנתיים מיום שחרורו ממאסר, כל עבירת נשק מסוג עוון."
לא נכון,"קנס כספי בסך של 5,000 ₪ או 50 ימי מאסר תמורתו."
לא נכון,"הקנס ישולם ב- 5 תשלומים חודשיים שווים ורצופים, שהראשון שבהם ביום 1.1.20."
לא נכון,"אם לא ישולם תשלום כלשהו במועדו, תעמוד היתרה לפירעון מיידי."
לא נכון,"חילוט סך של 8,000 ₪ אשר הופקד בהליך ה""ת 5483-07-18 הקשור לתיק זה עבור שחרור הרכב."
לא נכון,כל התנאים שנקבעו במסגרת שחרור הרכב – יבוטלו.
לא נכון,מזכירות בית המשפט תמציא העתק גזר דין לשירות המבחן.
לא נכון,זכות ערעור לבית-המשפט העליון תוך 45 ימים.
לא נכון,"54678313ניתן היום,  כ""ז אדר ב' תשע""ט, 03 אפריל 2019, בהעדר הצדדים."
לא נכון,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה
לא נכון,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן"
לא נכון,"ב""כ המאשימה: עו""ד איריס פיקר"
לא נכון,"ב""כ הנאשם: עו""ד שי טובים"
לא נכון,"חוק העונשין, תשל""ז-1977: סע'  40ד(א), 144(ב), 40 יג'"
לא נכון,"הנאשם הורשע בהתאם להודאתו בעובדות כתב האישום המתוקן בעבירה של נשיאת נשק ותחמושת שלא כדין, לפי סעיף 144(ב) רישא וסיפא בחוק העונשין, תשל""ז-1977."
לא נכון,"על-פי המתואר בעובדות כתב האישום המתוקן, ביום 11.5.20 בשעה 17:30 התהלך הנאשם באזור כיכר בג'לג'וליה כשהוא נושא בידו אקדח חצי אוטומטי מסוג גלוק ובו מחסנית המכילה 4 כדורי תחמושת בקליבר 9 מ""מ, התואמים את הנשק."
לא נכון,"הצדדים הגיעו להסדר דיוני, לפיו הנאשם הודה והורשע בכתב האישום המתוקן והופנה לקבלת תסקיר שירות המבחן."
לא נכון,בין הצדדים לא הייתה הסכמה לעניין העונש.
לא נכון,"על פי תסקיר שירות המבחן, הנאשם בן 19, רווק, אשר טרם מעצרו התגורר בבית הוריו ועבד במפעל באזור מגוריו."
לא נכון,"הנאשם הוא הבן הצעיר במשפחת מוצאו, המתוארת כמשפחה נורמטיבית ללא מעורבות שולית והקשרים המשפחתיים מתוארים כקרובים."
לא נכון,"הנאשם סיים 12 שנות לימוד בבית ספר מקצועי, סבל מקשיים חברתיים, אשר השפיעו על הישגיו הלימודיים ועל דימויו העצמי."
לא נכון,המעבר לבית ספר מקצועי הטיב את מצבו והוא סיים כאמור 12 שנות לימוד.
לא נכון,מאז סיום לימודיו השתלב בתעסוקה באופן יציב.
לא נכון,"לפני כשנה נפצע בתאונת דרכים, אושפז ונותח בשל שבר, ומאז סובל מכאבים."
לא נכון,הנאשם שלל צריכת חומרים פסיכו-אקטיביים.
לא נכון,הנאשם נעדר עבר פלילי.
לא נכון,ביחסו לעבירה מסר שמצא את האקדח בשדה פתוח ליד ג'לג'וליה.
לא נכון,"שלל מעורבות עם גורמים שוליים בהקשר זה, כן שלל קיומו של סכסוך או כוונה לעשות שימוש בנשק."
לא נכון,הנאשם הכיר בכך שהחזקת הנשק הסבה לו תחושת מסוגלות וכוח.
לא נכון,לדבריו נמנע מהעברת הנשק למשטרה בשל חשש שיואשם בהחזקת נשק.
לא נכון,הנאשם הביע צער על בחירתו ולדבריו פעל באופן ילדותי מבלי ששקל את הסיכון הטמון במעשיו.
לא נכון,"שירות המבחן התרשם שהתייחסותו של הנאשם לעבירה הייתה מצומצמת ומגמתית, וניכר שהוא מוסר מידע חלקי ומרחיק את עצמו משיח על קשרים עם עוברי חוק אחרים בתחום הנשק."
לא נכון,הנאשם היה ממוקד באכזבת משפחתו ממעשיו ובחשש מפני השלכות ההליך המשפטי על עתידו.
לא נכון,הביע רצון לשוב לתפקוד תקין והביע נכונות להסתייע בטיפול במסגרת שירות המבחן.
לא נכון,שירות המבחן התרשם מבחור צעיר שגדל במסגרת משפחתית נורמטיבית המהווה עבורו מקור תמיכה משמעותי ומתנגדת להתנהלות עוברת חוק.
לא נכון,בעל יכולת לתפקוד תקין אשר השקיע מאמצים להשלמת לימודיו ובהשתלבות בתעסוקה.
לא נכון,חווה בילדותו קשיי השתלבות וחריגות שהותירו בו משקעים המגבירים את עיסוקו בשאלות של גבריות וכוח.
לא נכון,בתקופה שקדמה לעבירה חלה נסיגה ביכולתו להציב לעצמו גבולות והוא נקט בדפוסי הסתרה כלפי משפחתו.
לא נכון,"מעבר לנטילת האחריות על החזקת הנשק, שירות המבחן התרשם מהתייחסות מצמצמת ומחוסר בשלותו לקיום שיח מעמיק בכל הקשור ברקע לבחירותיו, קשריו והסיכון בו נתון להמשך הדרדרות במצבו."
לא נכון,הנאשם בחר להתייחס לעבירה כאל אירוע נקודתי שאינו משקף הסלמה במצבו.
לא נכון,"שירות המבחן התרשם שהנאשם אינו מאופיין בדפוסים אלימים מקובעים ומוקד הסיכון במצבו אינו בקשיים בוויסות עצמי, אלא בקשריו ובצרכיו הרגשיים לחיזוק דימויו הגברי."
לא נכון,"הסיכון להישנות ביצוע עבירות אלימות הוא ברמה נמוכה וכך גם תוצאותיה הצפויות, וזאת על רקע היותו של הנאשם ללא עבר פלילי וכי מיוחסת לו עבירת החזקת נשק בלבד."
לא נכון,"עם זאת, נראה כי קשריו עם עוברי חוק עמוקים יותר מכפי שחשף ובמובן זה הנאשם מצוי בסיכון לבחירות שוליות."
לא נכון,ניתן יהיה לצמצם את הסיכון במענה טיפולי.
לא נכון,"הנאשם מסר שהוא נערך לריצוי עונש מאסר בפועל, ביטא תקווה שיותר לו לרצות את יתרת תקופת המאסר בעבודות שירות לצד טיפול בשירות המבחן."
לא נכון,שירות המבחן העריך שעונש מאסר ממושך עלול להגביר אצל הנאשם אימוץ של דפוסים שוליים והזדהות עם התנהגות כוחנית.
